tour,year,date,tournament,round,surface,player1,player2,actual_aces,projected_aces,naive_aces,actual_dfs,projected_dfs,naive_dfs,ace_confidence,df_confidence
WTA,2023,2023-08-28,US Open,R64,Hard,Anna Kalinskaya,Sorana Cirstea,7,5.175,4.556,5,7.736000000000001,6.467,MED,MED
WTA,2023,2023-08-28,US Open,R128,Hard,Anna Karolina Schmiedlova,Kateryna Baindl,12,4.721,3.5340000000000003,10,7.579000000000001,5.391,LOW,LOW
WTA,2023,2023-08-28,US Open,R64,Hard,Anna Karolina Schmiedlova,Rebeka Masarova,4,8.245999999999999,7.992,9,8.506,6.955,MED,MED
WTA,2023,2023-08-28,US Open,R32,Hard,Anna Karolina Schmiedlova,Xin Yu Wang,5,5.422000000000001,4.673,5,8.577,7.3469999999999995,MED,MED
WTA,2023,2023-08-28,US Open,R128,Hard,Anna Lena Friedsam,Elina Svitolina,5,6.941,6.901,1,7.585,7.023,MED,MED
WTA,2023,2023-08-28,US Open,R128,Hard,Arantxa Rus,Madison Keys,9,7.743,7.996,2,7.357,6.54,MED,MED
WTA,2023,2023-08-28,US Open,R32,Hard,Aryna Sabalenka,Clara Burel,3,8.705,8.461,7,13.564,12.775,MED,MED
WTA,2023,2023-08-28,US Open,F,Hard,Aryna Sabalenka,Coco Gauff,6,11.491,11.27,11,11.235,9.038,MED,HIGH
WTA,2023,2023-08-28,US Open,R16,Hard,Aryna Sabalenka,Daria Kasatkina,2,7.494,7.394,8,10.785,8.597000000000001,MED,HIGH
WTA,2023,2023-08-28,US Open,R64,Hard,Aryna Sabalenka,Jodie Burrage,8,10.074,10.530999999999999,4,10.805,9.136,LOW,LOW
WTA,2023,2023-08-28,US Open,SF,Hard,Aryna Sabalenka,Madison Keys,17,10.783000000000001,10.144,7,10.030000000000001,8.309000000000001,MED,HIGH
WTA,2023,2023-08-28,US Open,R128,Hard,Aryna Sabalenka,Maryna Zanevska,12,9.45,8.795,14,11.236,9.663,MED,MED
WTA,2023,2023-08-28,US Open,QF,Hard,Aryna Sabalenka,Qinwen Zheng,7,14.681000000000001,14.114,4,11.648,9.761,MED,HIGH
WTA,2023,2023-08-28,US Open,R128,Hard,Ashlyn Krueger,Marie Bouzkova,3,5.343,4.154,6,7.541,7.212,MED,MED
WTA,2023,2023-08-28,US Open,R128,Hard,Barbora Krejcikova,Lucia Bronzetti,10,6.676,5.763999999999999,5,8.525,7.307,MED,MED
WTA,2023,2023-08-28,US Open,R128,Hard,Barbora Strycova,Kaia Kanepi,4,7.415000000000001,6.164,8,7.3629999999999995,3.797,LOW,LOW
WTA,2023,2023-08-28,US Open,R128,Hard,Beatriz Haddad Maia,Sloane Stephens,4,4.542,4.177,9,6.965,5.890000000000001,MED,MED
WTA,2023,2023-08-28,US Open,R64,Hard,Beatriz Haddad Maia,Taylor Townsend,10,7.443999999999999,7.718,6,7.371,5.777,MED,MED
WTA,2023,2023-08-28,US Open,R128,Hard,Belinda Bencic,Kamilla Rakhimova,4,5.9719999999999995,4.615,10,8.196,6.795,MED,MED
WTA,2023,2023-08-28,US Open,R32,Hard,Belinda Bencic,Lin Zhu,3,5.954000000000001,5.3469999999999995,7,7.987,7.098000000000001,MED,HIGH
WTA,2023,2023-08-28,US Open,R16,Hard,Belinda Bencic,Sorana Cirstea,5,7.577,6.641,6,8.025,7.196,MED,MED
WTA,2023,2023-08-28,US Open,R64,Hard,Belinda Bencic,Yuriko Miyazaki,3,7.833,6.964,2,9.436,8.529,LOW,LOW
WTA,2023,2023-08-28,US Open,R32,Hard,Bernarda Pera,Jelena Ostapenko,7,6.891,6.123,15,10.713999999999999,10.591999999999999,MED,MED
WTA,2023,2023-08-28,US Open,R128,Hard,Bernarda Pera,Veronika Kudermetova,6,9.79,9.107,14,8.48,7.851,MED,MED
WTA,2023,2023-08-28,US Open,R64,Hard,Bernarda Pera,Xiyu Wang,13,7.5489999999999995,6.665,11,10.995000000000001,10.506,MED,MED
WTA,2023,2023-08-28,US Open,R128,Hard,Camila Giorgi,Jessica Pegula,12,5.827,5.367,8,9.652999999999999,8.735,MED,MED
WTA,2023,2023-08-28,US Open,R128,Hard,Camila Osorio,Ons Jabeur,2,5.253,4.564,10,8.157,7.651999999999999,MED,MED
WTA,2023,2023-08-28,US Open,R128,Hard,Caroline Dolehide,Clara Burel,2,6.6129999999999995,7.148,8,11.508,9.769,MED,MED
WTA,2023,2023-08-28,US Open,R128,Hard,Caroline Garcia,Yafan Wang,9,10.674,9.835,8,7.676,6.702,LOW,LOW
WTA,2023,2023-08-28,US Open,R16,Hard,Caroline Wozniacki,Coco Gauff,6,8.645,7.625,6,9.461,8.483,LOW,LOW
WTA,2023,2023-08-28,US Open,R32,Hard,Caroline Wozniacki,Jennifer Brady,2,6.699,5.17,6,9.415,9.044,LOW,LOW
WTA,2023,2023-08-28,US Open,R64,Hard,Caroline Wozniacki,Petra Kvitova,8,9.195,7.975,6,10.669,10.543,LOW,LOW
WTA,2023,2023-08-28,US Open,R128,Hard,Caroline Wozniacki,Tatiana Prozorova,2,6.529,5.522,9,9.059999999999999,8.619,LOW,LOW
WTA,2023,2023-08-28,US Open,R128,Hard,Claire Liu,Liudmila Samsonova,7,9.977,8.881,3,7.373,6.513999999999999,MED,MED
WTA,2023,2023-08-28,US Open,R64,Hard,Clara Burel,Karolina Pliskova,10,8.987,8.201,5,12.378,12.328,MED,MED
WTA,2023,2023-08-28,US Open,R64,Hard,Clara Tauson,Peyton Stearns,6,5.404999999999999,4.216,7,7.388999999999999,6.432,MED,MED
WTA,2023,2023-08-28,US Open,R128,Hard,Clervie Ngounoue,Daria Saville,1,5.618,3.795,6,9.376,7.218,LOW,LOW
WTA,2023,2023-08-28,US Open,R32,Hard,Coco Gauff,Elise Mertens,8,9.408999999999999,9.102,13,11.428,10.42,MED,HIGH
WTA,2023,2023-08-28,US Open,QF,Hard,Coco Gauff,Jelena Ostapenko,4,8.626000000000001,8.062,6,9.753,8.741,MED,HIGH
WTA,2023,2023-08-28,US Open,SF,Hard,Coco Gauff,Karolina Muchova,3,9.049,8.7,4,8.1,6.632,MED,HIGH
WTA,2023,2023-08-28,US Open,R128,Hard,Coco Gauff,Laura Siegemund,7,6.446,5.5809999999999995,7,8.541,7.0120000000000005,MED,MED
WTA,2023,2023-08-28,US Open,R64,Hard,Coco Gauff,Mirra Andreeva,1,7.529,5.933,4,8.113,5.465,LOW,LOW
WTA,2023,2023-08-28,US Open,R128,Hard,Cristina Bucsa,Petra Kvitova,5,7.262,6.220000000000001,11,9.779,9.030999999999999,MED,MED
WTA,2023,2023-08-28,US Open,R64,Hard,Danielle Collins,Elise Mertens,10,8.435,7.724,11,12.754,12.461,MED,HIGH
WTA,2023,2023-08-28,US Open,R128,Hard,Danielle Collins,Linda Fruhvirtova,4,7.068,6.574,5,12.607,12.566,MED,MED
WTA,2023,2023-08-28,US Open,R128,Hard,Danka Kovinic,Lauren Davis,0,6.484,6.34,9,8.733,8.392,MED,MED
WTA,2023,2023-08-28,US Open,R32,Hard,Daria Kasatkina,Greet Minnen,2,4.751,5.362,6,8.515,6.616,MED,MED
WTA,2023,2023-08-28,US Open,R64,Hard,Daria Kasatkina,Sofia Kenin,3,3.659,3.007,13,7.38,5.484,MED,MED
WTA,2023,2023-08-28,US Open,R64,Hard,Daria Saville,Iga Swiatek,4,4.679,3.002,9,7.702,5.355,MED,MED
WTA,2023,2023-08-28,US Open,R128,Hard,Diane Parry,Katie Boulter,8,6.817,6.42,3,7.555999999999999,6.297000000000001,MED,MED
WTA,2023,2023-08-28,US Open,R128,Hard,Donna Vekic,Sachia Vickery,13,7.741,5.606,9,10.062999999999999,9.315999999999999,LOW,LOW
WTA,2023,2023-08-28,US Open,R64,Hard,Ekaterina Alexandrova,Lesia Tsurenko,1,5.181,4.569,13,12.394,11.806999999999999,MED,MED
WTA,2023,2023-08-28,US Open,R128,Hard,Ekaterina Alexandrova,Leylah Fernandez,2,8.242,7.292,12,12.441,11.864999999999998,MED,MED
WTA,2023,2023-08-28,US Open,R32,Hard,Ekaterina Alexandrova,Marketa Vondrousova,1,7.783999999999999,7.247999999999999,5,12.041,11.174,MED,MED
WTA,2023,2023-08-28,US Open,R128,Hard,Elena Gabriela Ruse,Karolina Pliskova,14,9.48,8.539,13,10.678,9.517,MED,MED
WTA,2023,2023-08-28,US Open,R128,Hard,Elena Rybakina,Marta Kostyuk,6,12.35,11.850000000000001,7,9.587,9.326,MED,HIGH
WTA,2023,2023-08-28,US Open,R32,Hard,Elena Rybakina,Sorana Cirstea,7,11.993,10.846,7,6.489,5.676,MED,MED
WTA,2023,2023-08-28,US Open,R64,Hard,Elina Avanesyan,Jelena Ostapenko,6,6.759,6.205,16,10.012,10.094,LOW,LOW
WTA,2023,2023-08-28,US Open,R32,Hard,Elina Svitolina,Jessica Pegula,13,5.654,5.681,6,7.138,6.8740000000000006,MED,MED
WTA,2023,2023-08-28,US Open,R128,Hard,Elisabetta Cocciaretto,Kaja Juvan,1,5.186,4.0649999999999995,5,5.759,3.744,MED,MED
WTA,2023,2023-08-28,US Open,R128,Hard,Elise Mertens,Mirjam Bjorklund,7,7.064,6.169,12,9.552999999999999,8.125,MED,MED
WTA,2023,2023-08-28,US Open,R128,Hard,Elsa Jacquemot,Lesia Tsurenko,2,3.705,3.16,7,9.45,8.618,LOW,LOW
WTA,2023,2023-08-28,US Open,R128,Hard,Emma Navarro,Magdalena Frech,3,4.606999999999999,3.361,4,7.228999999999999,5.925000000000001,MED,MED
WTA,2023,2023-08-28,US Open,R64,Hard,Eva Lys,Lucia Bronzetti,4,4.6370000000000005,2.489,10,7.253,5.457000000000001,LOW,LOW
WTA,2023,2023-08-28,US Open,R128,Hard,Eva Lys,Robin Montgomery,4,6.313,4.261,9,9.933,9.655,LOW,LOW
WTA,2023,2023-08-28,US Open,R128,Hard,Fiona Ferro,Victoria Azarenka,2,5.895,5.724,3,9.302,8.587,LOW,LOW
WTA,2023,2023-08-28,US Open,R64,Hard,Greet Minnen,Sachia Vickery,10,6.399,5.452999999999999,14,8.425999999999998,7.1579999999999995,LOW,LOW
WTA,2023,2023-08-28,US Open,R128,Hard,Greet Minnen,Venus Williams,5,6.574999999999999,6.678,4,9.672,8.171,MED,MED
WTA,2023,2023-08-28,US Open,R16,Hard,Iga Swiatek,Jelena Ostapenko,10,5.557,5.166,6,7.678,7.013999999999999,MED,HIGH
WTA,2023,2023-08-28,US Open,R32,Hard,Iga Swiatek,Kaja Juvan,0,5.288,4.481999999999999,3,5.45,3.591,MED,MED
WTA,2023,2023-08-28,US Open,R128,Hard,Iga Swiatek,Rebecca Peterson,4,5.336,5.025,2,6.596,5.355,MED,MED
WTA,2023,2023-08-28,US Open,R128,Hard,Irina Camelia Begu,Tamara Korpatsch,6,5.046,3.74,5,9.894,9.367,MED,MED
WTA,2023,2023-08-28,US Open,R128,Hard,Jasmine Paolini,Jelena Ostapenko,6,4.809,4.236000000000001,12,7.958,7.401,MED,MED
WTA,2023,2023-08-28,US Open,R128,Hard,Jennifer Brady,Kimberly Birrell,4,5.492,3.9779999999999998,9,10.427,10.535,LOW,LOW
WTA,2023,2023-08-28,US Open,R64,Hard,Jennifer Brady,Magda Linette,3,7.023,6.029,3,7.246,6.391,LOW,LOW
WTA,2023,2023-08-28,US Open,R16,Hard,Jessica Pegula,Madison Keys,4,6.987,6.361,3,6.814,5.792999999999999,MED,HIGH
WTA,2023,2023-08-28,US Open,R64,Hard,Jessica Pegula,Patricia Maria Tig,6,5.170999999999999,3.67,8,9.067,10.24,LOW,LOW
WTA,2023,2023-08-28,US Open,R64,Hard,Kaia Kanepi,Qinwen Zheng,9,12.916,11.513,16,8.783999999999999,7.38,MED,MED
WTA,2023,2023-08-28,US Open,R64,Hard,Kaja Juvan,Lauren Davis,5,5.473,4.365,7,6.812,5.154,MED,MED
WTA,2023,2023-08-28,US Open,R64,Hard,Karolina Muchova,Magdalena Frech,6,6.355,5.519,2,6.308,4.881,MED,MED
WTA,2023,2023-08-28,US Open,QF,Hard,Karolina Muchova,Sorana Cirstea,6,7.0,6.383,2,6.537,5.577,MED,MED
WTA,2023,2023-08-28,US Open,R128,Hard,Karolina Muchova,Storm Hunter,0,6.640000000000001,5.311,3,7.849,6.255000000000001,MED,MED
WTA,2023,2023-08-28,US Open,R32,Hard,Karolina Muchova,Taylor Townsend,2,8.453,8.819,1,6.842,5.337,MED,MED
WTA,2023,2023-08-28,US Open,R16,Hard,Karolina Muchova,Xin Yu Wang,6,6.606999999999999,5.884,12,7.702,6.711,MED,MED
WTA,2023,2023-08-28,US Open,R32,Hard,Katie Boulter,Peyton Stearns,6,5.388,4.654,9,8.532,7.697,MED,MED
WTA,2023,2023-08-28,US Open,R64,Hard,Katie Boulter,Yafan Wang,7,7.002000000000001,6.7989999999999995,15,8.886,8.155000000000001,LOW,LOW
WTA,2023,2023-08-28,US Open,R128,Hard,Katie Volynets,Xin Yu Wang,3,4.402,3.722,4,7.66,6.407,MED,MED
WTA,2023,2023-08-28,US Open,R128,Hard,Kayla Day,Sorana Cirstea,10,6.7490000000000006,6.279999999999999,6,7.164,5.691,LOW,LOW
WTA,2023,2023-08-28,US Open,R128,Hard,Lin Zhu,Mayar Sherif,6,4.917,4.401,2,5.699,4.425,MED,MED
WTA,2023,2023-08-28,US Open,R64,Hard,Lin Zhu,Victoria Azarenka,6,4.551,4.041,8,8.177999999999999,7.07,MED,HIGH
WTA,2023,2023-08-28,US Open,R128,Hard,Linda Noskova,Madison Brengle,4,4.454,3.661,4,8.057,6.82,MED,MED
WTA,2023,2023-08-28,US Open,R64,Hard,Linda Noskova,Ons Jabeur,11,7.4830000000000005,6.99,6,7.868,6.816000000000001,MED,MED
WTA,2023,2023-08-28,US Open,R32,Hard,Liudmila Samsonova,Madison Keys,10,11.063,10.058,7,7.781000000000001,7.109999999999999,MED,HIGH
WTA,2023,2023-08-28,US Open,R64,Hard,Liudmila Samsonova,Tamara Korpatsch,8,8.120000000000001,7.032,8,9.309000000000001,8.867,MED,MED
WTA,2023,2023-08-28,US Open,R32,Hard,Lucia Bronzetti,Qinwen Zheng,6,10.946,10.082,9,8.338,6.827,MED,MED
WTA,2023,2023-08-28,US Open,QF,Hard,Madison Keys,Marketa Vondrousova,4,7.532,6.84,8,8.128,7.151,MED,MED
WTA,2023,2023-08-28,US Open,R64,Hard,Madison Keys,Yanina Wickmayer,4,7.616999999999999,7.109999999999999,3,8.094999999999999,7.354,MED,MED
WTA,2023,2023-08-28,US Open,R128,Hard,Margarita Gasparyan,Yuriko Miyazaki,5,6.6579999999999995,6.013,8,8.773,7.834,LOW,LOW
WTA,2023,2023-08-28,US Open,R128,Hard,Maria Sakkari,Rebeka Masarova,7,9.536000000000001,8.975999999999999,1,8.231,7.199999999999999,MED,MED
WTA,2023,2023-08-28,US Open,R32,Hard,Marie Bouzkova,Ons Jabeur,1,6.143000000000001,5.957000000000001,6,6.401,5.41,MED,MED
WTA,2023,2023-08-28,US Open,R64,Hard,Marie Bouzkova,Petra Martic,3,7.843,7.364000000000001,6,7.018000000000001,6.309,MED,MED
WTA,2023,2023-08-28,US Open,R64,Hard,Marketa Vondrousova,Martina Trevisan,2,3.984,3.477,8,9.206,8.178,MED,MED
WTA,2023,2023-08-28,US Open,R128,Hard,Marketa Vondrousova,Na Lae Han,4,5.096,3.4,6,9.298,8.568,LOW,LOW
WTA,2023,2023-08-28,US Open,R16,Hard,Marketa Vondrousova,Peyton Stearns,12,4.736,3.718,13,8.578,7.558,MED,MED
WTA,2023,2023-08-28,US Open,R128,Hard,Martina Trevisan,Yulia Putintseva,1,2.59,2.206,9,7.529,6.27,MED,MED
WTA,2023,2023-08-28,US Open,R128,Hard,Mirra Andreeva,Olivia Gadecki,7,6.538,5.8180000000000005,11,8.01,6.386,LOW,LOW
WTA,2023,2023-08-28,US Open,R128,Hard,Nadia Podoroska,Qinwen Zheng,7,10.906,9.46,9,10.007,9.309999999999999,MED,MED
WTA,2023,2023-08-28,US Open,R16,Hard,Ons Jabeur,Qinwen Zheng,7,11.773,11.543,9,8.331999999999999,7.102,MED,MED
WTA,2023,2023-08-28,US Open,R128,Hard,Patricia Maria Tig,Rebecca Marino,10,9.874,7.98,10,9.312000000000001,10.551,LOW,LOW
WTA,2023,2023-08-28,US Open,R128,Hard,Petra Martic,Tatjana Maria,5,9.559000000000001,8.925,2,7.58,6.7490000000000006,MED,MED
WTA,2023,2023-08-28,US Open,R128,Hard,Peyton Stearns,Viktoriya Tomova,3,3.941,2.936,6,7.602,6.009,MED,MED
WTA,2023,2023-08-28,US Open,R64,Hard,Sara Sorribes Tormo,Xin Yu Wang,6,3.532,2.654,13,8.832999999999998,9.809,MED,MED
WTA,2023,2023-08-28,US Open,R128,Hard,Taylor Townsend,Varvara Gracheva,6,6.47,6.857,7,7.4030000000000005,5.987,MED,MED
WTA,2023,2023-08-28,US Open,R128,Hard,Vera Zvonareva,Yanina Wickmayer,3,5.692,3.181,11,8.690999999999999,4.373,MED,MED
WTA,2023,2023-08-28,US Open,R128,Hard,Viktoria Hruncakova,Xiyu Wang,17,10.171,10.382,15,10.083,9.536000000000001,MED,MED
ATP,2024,2024-01-15,Australian Open,R128,Hard,Adam Walton,Matteo Arnaldi,17,19.704,17.786,1,7.818,4.609,LOW,LOW
ATP,2024,2024-01-15,Australian Open,R32,Hard,Adrian Mannarino,Ben Shelton,27,23.509999999999998,22.118000000000002,13,8.204,8.475,MED,HIGH
ATP,2024,2024-01-15,Australian Open,R64,Hard,Adrian Mannarino,Jaume Munar,17,17.534,16.011,11,7.205,7.483,MED,MED
ATP,2024,2024-01-15,Australian Open,R16,Hard,Adrian Mannarino,Novak Djokovic,18,19.241,19.012,5,7.087,7.16,MED,HIGH
ATP,2024,2024-01-15,Australian Open,R128,Hard,Adrian Mannarino,Stan Wawrinka,27,22.238,21.619999999999997,6,6.035,5.883,MED,MED
ATP,2024,2024-01-15,Australian Open,R128,Hard,Albert Ramos,Casper Ruud,13,16.842,13.788,7,6.862,6.675,MED,MED
ATP,2024,2024-01-15,Australian Open,R128,Hard,Alejandro Davidovich Fokina,Constant Lestienne,18,14.298,13.597000000000001,6,7.465,7.6850000000000005,MED,MED
ATP,2024,2024-01-15,Australian Open,R64,Hard,Alejandro Davidovich Fokina,Nuno Borges,12,13.956,12.482,9,6.752,6.651,MED,MED
ATP,2024,2024-01-15,Australian Open,R128,Hard,Alejandro Tabilo,Aleksandar Kovacevic,57,24.391,25.17,14,6.995,6.625,MED,MED
ATP,2024,2024-01-15,Australian Open,R64,Hard,Aleksandar Kovacevic,Karen Khachanov,38,24.018,24.186,5,6.875,6.785,MED,MED
ATP,2024,2024-01-15,Australian Open,R128,Hard,Aleksandar Vukic,Jordan Thompson,32,26.295,25.162,5,5.587,5.104,MED,MED
ATP,2024,2024-01-15,Australian Open,R16,Hard,Alex De Minaur,Andrey Rublev,12,17.305,17.607,12,6.833,6.749,MED,HIGH
ATP,2024,2024-01-15,Australian Open,R32,Hard,Alex De Minaur,Flavio Cobolli,8,14.53,13.385000000000002,2,7.718,8.302,LOW,LOW
ATP,2024,2024-01-15,Australian Open,R64,Hard,Alex De Minaur,Matteo Arnaldi,8,14.843,14.498999999999999,5,8.387,8.675,MED,MED
ATP,2024,2024-01-15,Australian Open,R128,Hard,Alex De Minaur,Milos Raonic,22,26.602,33.455,2,9.653,11.963000000000001,LOW,LOW
ATP,2024,2024-01-15,Australian Open,R32,Hard,Alex Michelsen,Alexander Zverev,12,21.158,19.529,4,6.689,6.382,MED,MED
ATP,2024,2024-01-15,Australian Open,R128,Hard,Alex Michelsen,James Mccabe,21,17.105,9.239,7,7.095000000000001,5.4030000000000005,LOW,LOW
ATP,2024,2024-01-15,Australian Open,R64,Hard,Alex Michelsen,Jiri Lehecka,17,18.214,16.564,6,6.92,6.808,MED,MED
ATP,2024,2024-01-15,Australian Open,R128,Hard,Alexander Bublik,Sumit Nagal,14,25.490000000000002,26.427,9,14.120000000000001,16.307,LOW,LOW
ATP,2024,2024-01-15,Australian Open,R128,Hard,Alexander Shevchenko,Jaume Munar,11,17.289,15.151,8,7.636,7.907,MED,MED
ATP,2024,2024-01-15,Australian Open,R16,Hard,Alexander Zverev,Cameron Norrie,25,20.642000000000003,20.022,8,6.502,6.429,MED,MED
ATP,2024,2024-01-15,Australian Open,QF,Hard,Alexander Zverev,Carlos Alcaraz,13,18.686,18.757,3,6.646,6.496,MED,HIGH
ATP,2024,2024-01-15,Australian Open,SF,Hard,Alexander Zverev,Daniil Medvedev,28,23.366,23.745,7,9.227,9.547,MED,HIGH
ATP,2024,2024-01-15,Australian Open,R128,Hard,Alexander Zverev,Dominik Koepfer,27,21.354,20.700000000000003,3,7.718,7.981999999999999,MED,MED
ATP,2024,2024-01-15,Australian Open,R64,Hard,Alexander Zverev,Lukas Klein,34,21.253,20.304000000000002,7,7.327,7.551,LOW,LOW
ATP,2024,2024-01-15,Australian Open,R128,Hard,Alexandre Muller,Hugo Grenier,43,16.937,16.805,15,6.727,6.3759999999999994,LOW,LOW
ATP,2024,2024-01-15,Australian Open,R128,Hard,Alexei Popyrin,Marc Polmans,31,27.261,28.560000000000002,8,8.285,9.331,LOW,LOW
ATP,2024,2024-01-15,Australian Open,R64,Hard,Alexei Popyrin,Novak Djokovic,28,26.397,25.505,4,8.329,8.539000000000001,MED,MED
ATP,2024,2024-01-15,Australian Open,R64,Hard,Andrey Rublev,Christopher Eubanks,20,28.462,26.68,2,6.542,6.444,MED,MED
ATP,2024,2024-01-15,Australian Open,QF,Hard,Andrey Rublev,Jannik Sinner,20,21.243000000000002,21.253999999999998,5,5.697,5.4030000000000005,MED,HIGH
ATP,2024,2024-01-15,Australian Open,R32,Hard,Andrey Rublev,Sebastian Korda,31,25.372,24.052999999999997,8,6.184,6.038,MED,HIGH
ATP,2024,2024-01-15,Australian Open,R128,Hard,Andrey Rublev,Thiago Seyboth Wild,36,23.185000000000002,21.209,7,7.474,7.88,LOW,LOW
ATP,2024,2024-01-15,Australian Open,R128,Hard,Andy Murray,Tomas Martin Etcheverry,17,16.146,14.887,2,5.648,5.258,MED,MED
ATP,2024,2024-01-15,Australian Open,R64,Hard,Arthur Cazaux,Holger Rune,24,23.214,22.002000000000002,6,7.994,6.3500000000000005,LOW,LOW
ATP,2024,2024-01-15,Australian Open,R16,Hard,Arthur Cazaux,Hubert Hurkacz,29,32.691,31.404,3,5.518,3.4799999999999995,LOW,LOW
ATP,2024,2024-01-15,Australian Open,R128,Hard,Arthur Cazaux,Laslo Djere,16,23.899,22.171,10,6.992,5.232,LOW,LOW
ATP,2024,2024-01-15,Australian Open,R32,Hard,Arthur Cazaux,Tallon Griekspoor,18,26.491,24.598,7,7.686999999999999,5.987,LOW,LOW
ATP,2024,2024-01-15,Australian Open,R128,Hard,Arthur Fils,Jiri Vesely,21,25.484,24.433,12,10.911999999999999,13.49,LOW,LOW
ATP,2024,2024-01-15,Australian Open,R64,Hard,Arthur Fils,Tallon Griekspoor,24,26.218,23.584,14,9.475999999999999,9.987,MED,HIGH
ATP,2024,2024-01-15,Australian Open,R128,Hard,Arthur Rinderknech,Pavel Kotov,27,20.975,19.853,10,8.201,8.445,MED,MED
ATP,2024,2024-01-15,Australian Open,R64,Hard,Ben Shelton,Christopher Oconnell,26,28.538,26.294,5,7.702999999999999,7.678,MED,MED
ATP,2024,2024-01-15,Australian Open,R128,Hard,Ben Shelton,Roberto Bautista Agut,15,20.823,18.79,4,8.155,8.344999999999999,MED,MED
ATP,2024,2024-01-15,Australian Open,R128,Hard,Benjamin Bonzi,Lorenzo Musetti,13,18.631999999999998,16.336,8,7.122,7.289,MED,MED
ATP,2024,2024-01-15,Australian Open,R128,Hard,Bernabe Zapata Miralles,Jiri Lehecka,9,14.027999999999999,11.566,5,7.376,7.3309999999999995,MED,MED
ATP,2024,2024-01-15,Australian Open,R128,Hard,Borna Coric,Frances Tiafoe,27,22.026,20.625,10,6.805,6.792,MED,MED
ATP,2024,2024-01-15,Australian Open,R128,Hard,Botic Van De Zandschulp,Jannik Sinner,15,19.453,19.668,4,7.468999999999999,7.617000000000001,MED,HIGH
ATP,2024,2024-01-15,Australian Open,R32,Hard,Cameron Norrie,Casper Ruud,30,18.055,17.206,7,7.0169999999999995,7.161,MED,MED
ATP,2024,2024-01-15,Australian Open,R64,Hard,Cameron Norrie,Giulio Zeppieri,45,18.144,17.875,12,7.170999999999999,7.33,LOW,LOW
ATP,2024,2024-01-15,Australian Open,R128,Hard,Cameron Norrie,Juan Pablo Varillas,8,18.488999999999997,17.014,7,5.9719999999999995,5.517,MED,MED
ATP,2024,2024-01-15,Australian Open,R32,Hard,Carlos Alcaraz,Juncheng Shang,3,12.181000000000001,10.895,2,6.633,6.468,MED,MED
ATP,2024,2024-01-15,Australian Open,R64,Hard,Carlos Alcaraz,Lorenzo Sonego,22,15.927,15.568000000000001,6,6.4,6.3,MED,HIGH
ATP,2024,2024-01-15,Australian Open,R16,Hard,Carlos Alcaraz,Miomir Kecmanovic,8,14.097000000000001,13.294,1,6.57,6.455,MED,HIGH
ATP,2024,2024-01-15,Australian Open,R128,Hard,Carlos Alcaraz,Richard Gasquet,12,15.739,14.763000000000002,6,7.497999999999999,7.778,MED,MED
ATP,2024,2024-01-15,Australian Open,R64,Hard,Casper Ruud,Max Purcell,49,25.472,24.596,11,7.947,8.195,MED,MED
ATP,2024,2024-01-15,Australian Open,R128,Hard,Christopher Eubanks,Taro Daniel,13,23.342,21.536,5,7.661,7.848,MED,MED
ATP,2024,2024-01-15,Australian Open,R128,Hard,Christopher Oconnell,Cristian Garin,31,21.473,20.413,15,7.1259999999999994,7.14,MED,MED
ATP,2024,2024-01-15,Australian Open,R128,Hard,Dane Sweeny,Francisco Cerundolo,10,12.322,6.809,10,8.15,7.785,LOW,LOW
ATP,2024,2024-01-15,Australian Open,R128,Hard,Daniel Altmaier,Karen Khachanov,25,22.762999999999998,21.369,7,6.604,6.407,MED,MED
ATP,2024,2024-01-15,Australian Open,R128,Hard,Daniel Elahi Galan,Jason Kubler,27,22.042,19.016,6,6.455,6.007,MED,MED
ATP,2024,2024-01-15,Australian Open,R64,Hard,Daniel Elahi Galan,Sebastian Baez,10,15.397,14.127,7,5.708,4.965999999999999,MED,MED
ATP,2024,2024-01-15,Australian Open,R128,Hard,Daniel Evans,Lorenzo Sonego,26,16.759,16.061,7,7.436,7.684,MED,MED
ATP,2024,2024-01-15,Australian Open,R64,Hard,Daniil Medvedev,Emil Ruusuvuori,24,19.208,19.26,12,9.389,9.818,MED,HIGH
ATP,2024,2024-01-15,Australian Open,R32,Hard,Daniil Medvedev,Felix Auger Aliassime,16,24.471,24.972,8,11.948,12.991,MED,HIGH
ATP,2024,2024-01-15,Australian Open,QF,Hard,Daniil Medvedev,Hubert Hurkacz,27,30.276000000000003,31.052,15,8.36,8.65,MED,HIGH
ATP,2024,2024-01-15,Australian Open,F,Hard,Daniil Medvedev,Jannik Sinner,25,20.18,20.977,8,8.847,9.191,MED,HIGH
ATP,2024,2024-01-15,Australian Open,R16,Hard,Daniil Medvedev,Nuno Borges,18,19.727,18.196,15,9.725999999999999,10.209,MED,MED
ATP,2024,2024-01-15,Australian Open,R128,Hard,Daniil Medvedev,Terence Atmane,21,21.990000000000002,23.41,11,10.257,11.636,LOW,LOW
ATP,2024,2024-01-15,Australian Open,R128,Hard,David Goffin,Ugo Humbert,18,20.374000000000002,21.582,4,6.019,4.648,MED,MED
ATP,2024,2024-01-15,Australian Open,R128,Hard,Denis Shapovalov,Jakub Mensik,24,23.331,23.398000000000003,11,12.693000000000001,15.075,LOW,LOW
