tour,year,date,tournament,round,surface,player1,player2,actual_aces,projected_aces,naive_aces,actual_dfs,projected_dfs,naive_dfs,ace_confidence,df_confidence
ATP,2025,2025-06-30,Wimbledon,R16,Grass,Grigor Dimitrov,Jannik Sinner,17,26.543999999999997,26.948999999999998,6,6.658,6.432,MED,MED
ATP,2025,2025-06-30,Wimbledon,R32,Grass,Grigor Dimitrov,Sebastian Ofner,22,30.305,31.793999999999997,11,9.112,10.606000000000002,MED,MED
ATP,2025,2025-06-30,Wimbledon,R128,Grass,Grigor Dimitrov,Yoshihito Nishioka,27,21.827,17.814999999999998,4,7.16,5.966,MED,MED
ATP,2025,2025-06-30,Wimbledon,R128,Grass,Hamad Medjedovic,Sebastian Ofner,16,32.232,31.942,2,10.469999999999999,13.84,MED,MED
ATP,2025,2025-06-30,Wimbledon,R128,Grass,Holger Rune,Nicolas Jarry,38,27.926000000000002,28.051000000000002,17,7.904,9.398,MED,MED
ATP,2025,2025-06-30,Wimbledon,R128,Grass,Hugo Dellien,Jiri Lehecka,28,25.353,28.872,5,7.802,8.763,LOW,LOW
ATP,2025,2025-06-30,Wimbledon,R128,Grass,Hugo Gaston,Jakub Mensik,26,23.764,17.683,5,8.822,8.097999999999999,LOW,LOW
ATP,2025,2025-06-30,Wimbledon,R64,Grass,Jack Draper,Marin Cilic,30,27.500999999999998,28.563000000000002,6,8.184999999999999,9.389,LOW,LOW
ATP,2025,2025-06-30,Wimbledon,R128,Grass,Jack Draper,Sebastian Baez,11,23.367,16.629,4,8.024,7.57,LOW,LOW
ATP,2025,2025-06-30,Wimbledon,R128,Grass,Jack Pinnington Jones,Tomas Martin Etcheverry,22,20.673000000000002,13.096,9,9.652,19.122999999999998,LOW,LOW
ATP,2025,2025-06-30,Wimbledon,R128,Grass,Jacob Fearnley,Joao Fonseca,15,20.1,16.39,14,9.136,10.293999999999999,LOW,LOW
ATP,2025,2025-06-30,Wimbledon,R128,Grass,Jaime Faria,Lorenzo Sonego,19,21.586,19.902,6,7.397,8.309999999999999,LOW,LOW
ATP,2025,2025-06-30,Wimbledon,R64,Grass,Jakub Mensik,Marcos Giron,31,25.345,22.84,9,7.606,8.389,MED,MED
ATP,2025,2025-06-30,Wimbledon,R128,Grass,Jannik Sinner,Luca Nardi,12,23.502000000000002,26.73,7,7.2490000000000006,7.666,LOW,LOW
ATP,2025,2025-06-30,Wimbledon,SF,Grass,Jannik Sinner,Novak Djokovic,24,24.474,24.481,2,5.417,5.7829999999999995,MED,MED
ATP,2025,2025-06-30,Wimbledon,R32,Grass,Jannik Sinner,Pedro Martinez,11,20.201999999999998,13.200000000000001,3,9.393,12.212,LOW,LOW
ATP,2025,2025-06-30,Wimbledon,R32,Grass,Jaume Munar,Marin Cilic,20,20.761000000000003,20.396,7,9.918,12.604,LOW,LOW
ATP,2025,2025-06-30,Wimbledon,R64,Grass,Jenson Brooksby,Joao Fonseca,14,17.3,12.072,6,6.214,4.7330000000000005,LOW,LOW
ATP,2025,2025-06-30,Wimbledon,R128,Grass,Jenson Brooksby,Tallon Griekspoor,15,19.668,16.194,13,7.7940000000000005,8.913,LOW,LOW
ATP,2025,2025-06-30,Wimbledon,R64,Grass,Jesper De Jong,Miomir Kecmanovic,21,19.836,16.2,6,7.692,8.454,LOW,LOW
ATP,2025,2025-06-30,Wimbledon,R64,Grass,Jiri Lehecka,Mattia Bellucci,19,24.514000000000003,25.028,7,7.618,8.998,LOW,LOW
ATP,2025,2025-06-30,Wimbledon,R32,Grass,Joao Fonseca,Nicolas Jarry,33,24.843,21.524,9,6.325,5.909000000000001,LOW,LOW
ATP,2025,2025-06-30,Wimbledon,R128,Grass,Johannus Monday,Tommy Paul,16,21.054000000000002,20.601999999999997,5,7.013999999999999,6.938,LOW,LOW
ATP,2025,2025-06-30,Wimbledon,R32,Grass,Jordan Thompson,Luciano Darderi,27,22.270000000000003,18.991,4,6.884,7.672,MED,MED
ATP,2025,2025-06-30,Wimbledon,R16,Grass,Jordan Thompson,Taylor Fritz,7,29.114,27.025,1,4.655,4.661,MED,MED
ATP,2025,2025-06-30,Wimbledon,R128,Grass,Jordan Thompson,Vit Kopriva,35,22.939999999999998,15.256,12,7.553,9.811,LOW,LOW
ATP,2025,2025-06-30,Wimbledon,R16,Grass,Kamil Majchrzak,Karen Khachanov,16,24.463,24.078,0,7.335,7.885999999999999,LOW,LOW
ATP,2025,2025-06-30,Wimbledon,R128,Grass,Kamil Majchrzak,Matteo Berrettini,30,28.249000000000002,29.265,7,6.715999999999999,6.058,LOW,LOW
ATP,2025,2025-06-30,Wimbledon,R128,Grass,Karen Khachanov,Mackenzie Mcdonald,18,20.372999999999998,18.637999999999998,3,6.563000000000001,6.1579999999999995,MED,MED
ATP,2025,2025-06-30,Wimbledon,R32,Grass,Karen Khachanov,Nuno Borges,20,27.339,28.509999999999998,10,6.634,6.23,MED,MED
ATP,2025,2025-06-30,Wimbledon,R64,Grass,Karen Khachanov,Shintaro Mochizuki,16,23.389,17.653,6,7.384,8.67,LOW,LOW
ATP,2025,2025-06-30,Wimbledon,QF,Grass,Karen Khachanov,Taylor Fritz,22,30.639,29.392000000000003,5,5.168,4.859,MED,MED
ATP,2025,2025-06-30,Wimbledon,R128,Grass,Leandro Riedi,Oliver Tarvet,10,23.092,23.868,6,8.26,9.45,LOW,LOW
ATP,2025,2025-06-30,Wimbledon,R64,Grass,Learner Tien,Nicolas Jarry,15,26.485999999999997,23.811,7,9.152000000000001,12.221,LOW,LOW
ATP,2025,2025-06-30,Wimbledon,R128,Grass,Learner Tien,Nishesh Basavareddy,11,21.409,14.071000000000002,7,10.929,17.078,LOW,LOW
ATP,2025,2025-06-30,Wimbledon,R128,Grass,Lloyd Harris,Zizou Bergs,32,30.191000000000003,34.748,21,9.828,11.783,MED,MED
ATP,2025,2025-06-30,Wimbledon,R128,Grass,Lorenzo Musetti,Nikoloz Basilashvili,21,19.246,18.576999999999998,9,6.9559999999999995,6.183,LOW,LOW
ATP,2025,2025-06-30,Wimbledon,R64,Grass,Lorenzo Sonego,Nikoloz Basilashvili,15,21.586,19.902,9,7.397,8.309999999999999,LOW,LOW
ATP,2025,2025-06-30,Wimbledon,R128,Grass,Luciano Darderi,Roman Safiullin,26,21.319000000000003,19.076999999999998,11,7.87,8.45,MED,MED
ATP,2025,2025-06-30,Wimbledon,R64,Grass,Mariano Navone,Pedro Martinez,5,18.144,9.922,8,10.456,11.109,LOW,LOW
ATP,2025,2025-06-30,Wimbledon,R128,Grass,Marin Cilic,Raphael Collignon,28,23.092,23.868,9,8.26,9.45,LOW,LOW
ATP,2025,2025-06-30,Wimbledon,R128,Grass,Mattia Bellucci,Oliver Crawford,26,21.55,20.191,9,8.349,9.751,LOW,LOW
ATP,2025,2025-06-30,Wimbledon,R32,Grass,Miomir Kecmanovic,Novak Djokovic,19,20.677999999999997,20.158,4,6.105,6.6690000000000005,MED,MED
ATP,2025,2025-06-30,Wimbledon,R64,Grass,Sebastian Ofner,Tommy Paul,14,25.805999999999997,25.714,10,7.904999999999999,8.605,MED,MED
ATP,2025,2025-06-30,Wimbledon,R128,Grass,Stefanos Tsitsipas,Valentin Royer,15,25.522,26.914,8,7.433,8.965,LOW,LOW
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Ajla Tomljanovic,Anastasia Pavlyuchenkova,11,6.532,8.931000000000001,15,8.503,11.455,MED,MED
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Alexandra Eala,Barbora Krejcikova,7,4.343,3.857,7,7.1579999999999995,6.853,LOW,LOW
WTA,2025,2025-06-30,Wimbledon,R64,Grass,Aliaksandra Sasnovich,Elina Svitolina,4,6.109,6.7010000000000005,11,6.837999999999999,7.5249999999999995,MED,MED
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Aliaksandra Sasnovich,Varvara Gracheva,6,4.997,4.743,19,7.231,7.981999999999999,MED,MED
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Alycia Parks,Belinda Bencic,3,6.484,1.752,10,9.426,18.304,MED,MED
WTA,2025,2025-06-30,Wimbledon,QF,Grass,Amanda Anisimova,Anastasia Pavlyuchenkova,6,6.0809999999999995,8.07,11,7.621,8.001,MED,MED
WTA,2025,2025-06-30,Wimbledon,SF,Grass,Amanda Anisimova,Aryna Sabalenka,8,7.067,8.057,9,7.62,8.17,MED,MED
WTA,2025,2025-06-30,Wimbledon,R32,Grass,Amanda Anisimova,Dalma Galfi,10,6.807,9.886,11,7.1129999999999995,8.498000000000001,MED,MED
WTA,2025,2025-06-30,Wimbledon,F,Grass,Amanda Anisimova,Iga Swiatek,3,6.420999999999999,9.829,7,6.564,6.672000000000001,MED,MED
WTA,2025,2025-06-30,Wimbledon,R16,Grass,Amanda Anisimova,Linda Noskova,17,8.354,12.243,12,7.493,8.283,MED,MED
WTA,2025,2025-06-30,Wimbledon,R64,Grass,Amanda Anisimova,Renata Zarazua,4,5.5329999999999995,3.977,13,7.307,6.622,LOW,LOW
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Amanda Anisimova,Yulia Putintseva,3,5.0009999999999994,5.612,4,6.1579999999999995,5.745,MED,MED
WTA,2025,2025-06-30,Wimbledon,R64,Grass,Anastasia Pavlyuchenkova,Ashlyn Krueger,7,5.753,5.656,8,7.433,6.766,MED,MED
WTA,2025,2025-06-30,Wimbledon,R32,Grass,Anastasia Pavlyuchenkova,Naomi Osaka,17,8.153,11.112,10,6.912,6.339,MED,MED
WTA,2025,2025-06-30,Wimbledon,R16,Grass,Anastasia Pavlyuchenkova,Sonay Kartal,7,5.239,6.031,5,6.339,5.2139999999999995,MED,MED
WTA,2025,2025-06-30,Wimbledon,R64,Grass,Anastasia Zakharova,Dayana Yastremska,8,6.586,7.234,16,7.482,6.688000000000001,LOW,LOW
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Anastasia Zakharova,Victoria Azarenka,5,6.414,10.805,10,7.654,7.8260000000000005,LOW,LOW
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Anastasija Sevastova,Jasmine Paolini,2,4.982,5.794,6,6.4239999999999995,6.056,LOW,LOW
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Anca Alexia Todoni,Cristina Bucsa,2,6.476,7.931,2,6.392,4.082,LOW,LOW
WTA,2025,2025-06-30,Wimbledon,R64,Grass,Ann Li,Elise Mertens,10,6.611000000000001,8.585,7,7.259,5.649,MED,MED
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Ann Li,Viktorija Golubic,6,4.96,4.233,5,6.1530000000000005,6.976000000000001,MED,MED
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Anna Blinkova,Maria Sakkari,5,5.634,6.113,3,7.532,7.0120000000000005,MED,MED
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Anna Bondar,Elina Svitolina,3,6.3759999999999994,7.503,8,6.289,5.598,LOW,LOW
WTA,2025,2025-06-30,Wimbledon,R64,Grass,Anna Kalinskaya,Clara Tauson,13,7.136,8.994,5,7.156000000000001,7.398,MED,MED
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Anna Kalinskaya,Nina Stojanovic,6,5.231,5.307,5,6.9239999999999995,6.67,LOW,LOW
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Aoi Ito,Kamilla Rakhimova,2,5.035,4.966,12,7.433999999999999,7.002,LOW,LOW
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Arantxa Rus,Caroline Dolehide,7,5.766,6.659,9,6.718999999999999,4.396,LOW,LOW
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Aryna Sabalenka,Carson Branstine,10,6.904,7.492,7,7.321,6.792999999999999,LOW,LOW
WTA,2025,2025-06-30,Wimbledon,R16,Grass,Aryna Sabalenka,Elise Mertens,10,7.537000000000001,8.432,2,7.973000000000001,7.763999999999999,MED,MED
WTA,2025,2025-06-30,Wimbledon,R32,Grass,Aryna Sabalenka,Emma Raducanu,8,6.688000000000001,6.458,4,7.104,6.638999999999999,MED,MED
WTA,2025,2025-06-30,Wimbledon,QF,Grass,Aryna Sabalenka,Laura Siegemund,2,6.106999999999999,4.553,9,6.841,5.702,LOW,LOW
WTA,2025,2025-06-30,Wimbledon,R64,Grass,Aryna Sabalenka,Marie Bouzkova,7,6.032,5.942,3,7.042,8.277999999999999,MED,MED
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Ashlyn Krueger,Mika Stojsavljevic,2,5.590999999999999,5.177,6,7.318,6.749,LOW,LOW
WTA,2025,2025-06-30,Wimbledon,R64,Grass,Barbora Krejcikova,Caroline Dolehide,3,5.25,3.596,9,7.162,6.665000000000001,MED,MED
WTA,2025,2025-06-30,Wimbledon,R32,Grass,Barbora Krejcikova,Emma Navarro,5,3.976,3.529,9,6.712999999999999,6.396000000000001,MED,MED
WTA,2025,2025-06-30,Wimbledon,R64,Grass,Beatriz Haddad Maia,Dalma Galfi,4,6.499,8.754,9,7.438,8.951,MED,MED
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Beatriz Haddad Maia,Rebecca Sramkova,7,4.805,5.1240000000000006,7,7.358,7.6370000000000005,MED,MED
WTA,2025,2025-06-30,Wimbledon,R16,Grass,Belinda Bencic,Ekaterina Alexandrova,3,7.612,6.518,8,8.494,10.552,MED,MED
WTA,2025,2025-06-30,Wimbledon,R32,Grass,Belinda Bencic,Elisabetta Cocciaretto,10,5.337,3.263,5,8.008,9.484,MED,MED
WTA,2025,2025-06-30,Wimbledon,R64,Grass,Belinda Bencic,Elsa Jacquemot,8,6.763999999999999,9.003,4,8.215,11.042,LOW,LOW
WTA,2025,2025-06-30,Wimbledon,SF,Grass,Belinda Bencic,Iga Swiatek,2,6.254,5.852,3,6.916,8.35,MED,MED
WTA,2025,2025-06-30,Wimbledon,QF,Grass,Belinda Bencic,Mirra Andreeva,7,5.324,2.608,6,8.033999999999999,11.019,MED,MED
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Bernarda Pera,Linda Noskova,16,9.486,12.889,7,8.74,9.7,MED,MED
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Camila Osorio,Danielle Collins,8,5.574,6.657,8,9.716,12.959,MED,MED
WTA,2025,2025-06-30,Wimbledon,R64,Grass,Caty Mcnally,Iga Swiatek,5,6.086,9.483,6,6.300000000000001,5.949,MED,MED
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Caty Mcnally,Jodie Burrage,5,6.163,9.464,7,7.59,8.361,MED,MED
WTA,2025,2025-06-30,Wimbledon,R32,Grass,Clara Tauson,Elena Rybakina,8,10.375,14.932,6,7.132,7.3839999999999995,MED,MED
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Clara Tauson,Heather Watson,15,7.343999999999999,9.494,9,7.154,7.64,MED,MED
WTA,2025,2025-06-30,Wimbledon,R16,Grass,Clara Tauson,Iga Swiatek,5,8.325,13.153,7,6.640000000000001,6.66,MED,MED
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Coco Gauff,Dayana Yastremska,3,6.911,7.968999999999999,12,7.406000000000001,7.968,MED,MED
WTA,2025,2025-06-30,Wimbledon,R64,Grass,Cristina Bucsa,Donna Vekic,5,6.179,6.926,8,7.6450000000000005,7.259,MED,MED
WTA,2025,2025-06-30,Wimbledon,R32,Grass,Cristina Bucsa,Solana Sierra,5,5.518000000000001,5.979,12,7.218,6.776,LOW,LOW
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Dalma Galfi,Harriet Dart,8,5.726,6.724,11,7.414,8.862,MED,MED
WTA,2025,2025-06-30,Wimbledon,R32,Grass,Danielle Collins,Iga Swiatek,4,6.883,10.34,4,7.997999999999999,10.063,MED,MED
WTA,2025,2025-06-30,Wimbledon,R64,Grass,Danielle Collins,Veronika Erjavec,5,6.392,8.102,2,8.94,11.375,LOW,LOW
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Daria Kasatkina,Emiliana Arango,1,4.539,5.7219999999999995,18,8.255,9.15,LOW,LOW
WTA,2025,2025-06-30,Wimbledon,R64,Grass,Daria Kasatkina,Irina Camelia Begu,3,4.542,1.88,8,8.477,7.969,LOW,LOW
WTA,2025,2025-06-30,Wimbledon,R32,Grass,Daria Kasatkina,Liudmila Samsonova,5,6.397,8.461,7,8.274000000000001,7.909000000000001,MED,MED
WTA,2025,2025-06-30,Wimbledon,R32,Grass,Dayana Yastremska,Jessica Bouzas Maneiro,4,5.811,5.930999999999999,13,7.812,8.507,LOW,LOW
WTA,2025,2025-06-30,Wimbledon,R64,Grass,Diana Shnaider,Diane Parry,5,5.897,5.769,10,6.429,12.19,MED,MED
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Diana Shnaider,Moyuka Uchijima,6,5.127,4.198,6,7.635999999999999,11.383,LOW,LOW
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Diane Parry,Petra Martic,14,7.933,9.998,9,7.4559999999999995,13.629,MED,MED
WTA,2025,2025-06-30,Wimbledon,R32,Grass,Diane Parry,Sonay Kartal,3,5.7989999999999995,6.005999999999999,5,6.474,11.745,MED,MED
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Donna Vekic,Kimberly Birrell,7,6.558,7.958,6,8.406,9.011,MED,MED
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Ekaterina Alexandrova,Priscilla Hon,14,7.754,10.132,10,8.02,8.134,LOW,LOW
WTA,2025,2025-06-30,Wimbledon,R64,Grass,Ekaterina Alexandrova,Suzan Lamens,6,7.337,8.9,6,8.203,8.626,MED,MED
WTA,2025,2025-06-30,Wimbledon,R32,Grass,Ekaterina Alexandrova,Zeynep Sonmez,3,7.231,10.058,9,7.772,8.059999999999999,LOW,LOW
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Elena Gabriela Ruse,Madison Keys,7,6.199,7.393000000000001,10,7.2780000000000005,7.0409999999999995,MED,MED
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Elena Rybakina,Elina Avanesyan,4,7.712,8.264,6,6.772,7.4639999999999995,LOW,LOW
WTA,2025,2025-06-30,Wimbledon,R64,Grass,Elena Rybakina,Maria Sakkari,8,9.308,12.342,9,6.970000000000001,6.680999999999999,MED,MED
WTA,2025,2025-06-30,Wimbledon,R32,Grass,Elina Svitolina,Elise Mertens,6,6.727,8.315000000000001,6,6.9350000000000005,6.006,MED,MED
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Elisabetta Cocciaretto,Jessica Pegula,3,5.58,7.641,5,6.658,6.241,MED,MED
WTA,2025,2025-06-30,Wimbledon,R64,Grass,Elisabetta Cocciaretto,Katie Volynets,0,4.526,3.263,2,6.729,3.787,LOW,LOW
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Elise Mertens,Linda Fruhvirtova,5,6.2219999999999995,7.98,12,8.114,7.5920000000000005,LOW,LOW
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Ella Seidel,Jessica Bouzas Maneiro,5,5.300000000000001,5.263999999999999,5,7.771,8.984,LOW,LOW
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Elsa Jacquemot,Magda Linette,5,7.0249999999999995,12.442,8,7.229,7.912,LOW,LOW
WTA,2025,2025-06-30,Wimbledon,R16,Grass,Emma Navarro,Mirra Andreeva,2,3.767,3.1340000000000003,5,6.603,7.084,MED,MED
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Emma Navarro,Petra Kvitova,3,5.271,5.787,7,6.918,6.051,MED,MED
WTA,2025,2025-06-30,Wimbledon,R64,Grass,Emma Navarro,Veronika Kudermetova,0,5.04,5.9399999999999995,6,5.419,3.91,MED,MED
WTA,2025,2025-06-30,Wimbledon,R64,Grass,Emma Raducanu,Marketa Vondrousova,3,5.379,5.501,6,7.465999999999999,7.516,MED,MED
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Emma Raducanu,Mingge Xu,7,6.154999999999999,7.803,6,7.673,8.644,LOW,LOW
WTA,2025,2025-06-30,Wimbledon,R64,Grass,Eva Lys,Linda Noskova,2,8.028,8.941,10,7.449999999999999,8.649,LOW,LOW
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Eva Lys,Yue Yuan,3,4.829000000000001,2.507,6,6.404,6.56,LOW,LOW
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Francesca Jones,Yuliia Starodubtseva,1,5.1579999999999995,4.01,4,7.3,5.9670000000000005,LOW,LOW
WTA,2025,2025-06-30,Wimbledon,R32,Grass,Hailey Baptiste,Mirra Andreeva,4,5.564,6.2219999999999995,6,7.526,8.600999999999999,LOW,LOW
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Hailey Baptiste,Sorana Cirstea,10,6.032,5.374,6,6.930999999999999,6.260999999999999,LOW,LOW
WTA,2025,2025-06-30,Wimbledon,R64,Grass,Hailey Baptiste,Victoria Mboko,4,5.976,7.228,8,7.35,7.244,LOW,LOW
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Hannah Klugman,Leylah Fernandez,4,5.221,2.718,11,7.197,9.535,LOW,LOW
WTA,2025,2025-06-30,Wimbledon,QF,Grass,Iga Swiatek,Liudmila Samsonova,3,8.272,12.433,8,6.416,4.92,MED,MED
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Iga Swiatek,Polina Kudermetova,8,6.666,7.925000000000001,7,7.066000000000001,9.564,LOW,LOW
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Irina Camelia Begu,Kaja Juvan,8,5.463,3.642,10,7.519,6.32,LOW,LOW
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Iva Jovic,Suzan Lamens,3,5.539,5.996,5,7.567,7.736,LOW,LOW
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Jaqueline Cristian,Zeynep Sonmez,0,5.705,5.284,7,7.098,7.617,LOW,LOW
WTA,2025,2025-06-30,Wimbledon,R64,Grass,Jasmine Paolini,Kamilla Rakhimova,2,3.786,2.838,10,6.327,5.128,MED,MED
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Jelena Ostapenko,Sonay Kartal,5,6.386000000000001,8.092,7,7.702,7.891,MED,MED
WTA,2025,2025-06-30,Wimbledon,R16,Grass,Jessica Bouzas Maneiro,Liudmila Samsonova,7,7.015,8.231,11,7.779,7.9719999999999995,LOW,LOW
WTA,2025,2025-06-30,Wimbledon,R64,Grass,Jessica Bouzas Maneiro,Sofia Kenin,10,4.723,3.642,6,7.929,10.940999999999999,LOW,LOW
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Jil Teichmann,Lucia Bronzetti,6,6.015,6.393,3,7.381,6.797000000000001,MED,MED
WTA,2025,2025-06-30,Wimbledon,R32,Grass,Kamilla Rakhimova,Linda Noskova,11,7.3580000000000005,9.618,9,7.420999999999999,7.301,MED,MED
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Karolina Muchova,Xin Yu Wang,14,6.836,9.439,7,6.792,6.260999999999999,MED,MED
WTA,2025,2025-06-30,Wimbledon,R64,Grass,Katerina Siniakova,Naomi Osaka,2,7.3660000000000005,10.228,9,6.797,6.23,MED,MED
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Katerina Siniakova,Qinwen Zheng,13,6.913,9.017,11,7.919,8.908,MED,MED
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Katie Boulter,Paula Badosa,11,7.16,8.599,13,9.504,11.422,MED,MED
WTA,2025,2025-06-30,Wimbledon,R64,Grass,Katie Boulter,Solana Sierra,3,6.2669999999999995,6.632,21,8.879,10.238,LOW,LOW
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Katie Volynets,Tatjana Maria,6,5.929,5.967,8,5.636,1.699,LOW,LOW
WTA,2025,2025-06-30,Wimbledon,R64,Grass,Laura Siegemund,Leylah Fernandez,1,4.5920000000000005,3.191,4,6.289,4.159,LOW,LOW
WTA,2025,2025-06-30,Wimbledon,R32,Grass,Laura Siegemund,Madison Keys,2,5.513,5.005,5,5.816,3.976,LOW,LOW
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Laura Siegemund,Peyton Stearns,3,4.66,3.264,5,6.515000000000001,4.685,LOW,LOW
WTA,2025,2025-06-30,Wimbledon,R16,Grass,Laura Siegemund,Solana Sierra,0,4.936,4.087,7,6.727,5.516,LOW,LOW
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Lin Zhu,Veronika Kudermetova,9,5.738,7.053,5,5.180999999999999,3.21,MED,MED
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Liudmila Samsonova,Maya Joint,2,6.708,8.71,6,7.156,5.804,LOW,LOW
WTA,2025,2025-06-30,Wimbledon,R64,Grass,Liudmila Samsonova,Yuliia Starodubtseva,1,7.475,8.854000000000001,3,6.803,4.234,LOW,LOW
WTA,2025,2025-06-30,Wimbledon,R64,Grass,Lucia Bronzetti,Mirra Andreeva,5,5.5009999999999994,5.384,7,7.402,8.151,MED,MED
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Lulu Sun,Marie Bouzkova,7,5.227,5.872,11,6.48,7.361,MED,MED
WTA,2025,2025-06-30,Wimbledon,R64,Grass,Madison Keys,Olga Danilovic,5,7.338,9.089,11,7.134,7.615,LOW,LOW
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Magdalena Frech,Victoria Mboko,8,5.855,6.147,6,6.875,7.058999999999999,LOW,LOW
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Marketa Vondrousova,Mccartney Kessler,4,5.1,5.5280000000000005,10,7.087,7.09,MED,MED
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Marta Kostyuk,Veronika Erjavec,4,5.545,6.337,8,8.046,8.29,LOW,LOW
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Mayar Sherif,Mirra Andreeva,2,5.199,2.608,3,7.443,9.876999999999999,LOW,LOW
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Naomi Osaka,Talia Gibson,7,8.047,10.633,9,6.797,6.322,LOW,LOW
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Olga Danilovic,Shuai Zhang,7,6.34,5.891,6,7.405,5.533,LOW,LOW
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Olivia Gadecki,Solana Sierra,3,6.436,10.947,8,8.097,14.621,LOW,LOW
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Ons Jabeur,Viktoriya Tomova,2,5.503,4.628,5,5.766,4.752,MED,MED
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Renata Zarazua,Yanina Wickmayer,2,5.112,1.95,4,7.069,6.16,LOW,LOW
WTA,2025,2025-06-30,Wimbledon,R128,Grass,Sofia Kenin,Taylor Townsend,14,6.297000000000001,7.346,2,7.054,6.917999999999999,LOW,LOW
WTA,2025,2025-06-30,Wimbledon,R64,Grass,Sonay Kartal,Viktoriya Tomova,1,4.248,3.1319999999999997,0,5.632,4.201,MED,MED
WTA,2025,2025-06-30,Wimbledon,R64,Grass,Xin Yu Wang,Zeynep Sonmez,4,5.292,7.148,6,6.852,6.755,LOW,LOW
ATP,2025,2025-08-25,US Open,R64,Hard,Adam Walton,Coleman Wong,28,21.584,23.397,11,8.283999999999999,4.2059999999999995,MED,MED
ATP,2025,2025-08-25,US Open,R128,Hard,Adam Walton,Ugo Humbert,34,18.278,20.54,13,9.135,6.079000000000001,MED,MED
ATP,2025,2025-08-25,US Open,R32,Hard,Adrian Mannarino,Ben Shelton,15,19.361,19.563,6,10.911,6.968999999999999,MED,MED
ATP,2025,2025-08-25,US Open,R16,Hard,Adrian Mannarino,Jiri Lehecka,22,17.195,17.985,14,10.341000000000001,7.011,MED,MED
ATP,2025,2025-08-25,US Open,R64,Hard,Adrian Mannarino,Jordan Thompson,16,16.655,17.37,6,8.318,5.493,MED,MED
