tournament_key,tournament_display,window_type,years,start_year,end_year,target_season_year,segment_family,segment_type,n_matches,wins,losses,win_rate_pct_raw,win_rate_pct_shrunk,r1_matches,r1_wins,r1_win_rate_pct_raw,max_round,max_round_order,n
kitzbuhel,Kitzbuhel,year,2022,2022,2022,,seed,seed_5_8,8,5,3,62.5,61.1737,2,2,100.0,SF,8,8
madrid masters,Madrid Masters,year,2022,2022,2022,,entry,entry_WC,8,4,4,50.0,42.6797,4,3,75.0,R16,6,8
marseille,Marseille,year,2022,2022,2022,,entry,entry_Q,8,4,4,50.0,42.3372,4,2,50.0,SF,8,8
metz,Metz,year,2022,2022,2022,,entry,entry_Q,8,4,4,50.0,42.3372,4,2,50.0,SF,8,8
miami masters,Miami Masters,year,2022,2022,2022,,seed,seed_1_2,8,6,2,75.0,72.9103,0,0,,QF,7,8
montpellier,Montpellier,year,2022,2022,2022,,entry,entry_Q,8,4,4,50.0,42.3372,4,3,75.0,QF,7,8
naples,Naples,year,2022,2022,2022,,seed,seed_5_8,8,4,4,50.0,57.6023,4,2,50.0,SF,8,8
newport,Newport,year,2022,2022,2022,,seed,seed_3_4,8,7,1,87.5,71.304,0,0,,F,9,8
pune,Pune,year,2022,2022,2022,,entry,entry_Q,8,4,4,50.0,42.3372,4,2,50.0,SF,8,8
roland garros,Roland Garros,year,2022,2022,2022,,entry,entry_WC,8,3,5,37.5,39.1083,8,3,37.5,R128,3,8
rome masters,Rome Masters,year,2022,2022,2022,,seed,seed_5_8,8,5,3,62.5,61.1737,0,0,,SF,8,8
salem,Winston-Salem,year,2022,2022,2022,,entry,entry_Q,8,4,4,50.0,42.3372,2,0,0.0,SF,8,8
sofia,Sofia,year,2022,2022,2022,,seed,seed_5_8,8,5,3,62.5,61.1737,3,2,66.6667,F,9,8
stuttgart,Stuttgart,year,2022,2022,2022,,seed,seed_5_8,8,4,4,50.0,57.6023,4,3,75.0,QF,7,8
tel aviv,Tel Aviv,year,2022,2022,2022,,seed,seed_1_2,8,7,1,87.5,76.4818,0,0,,F,9,8
tour finals,Tour Finals,year,2022,2022,2022,,seed,seed_3_4,8,3,5,37.5,57.0183,0,0,,F,9,8
umag,Umag,year,2022,2022,2022,,seed,seed_1_2,8,7,1,87.5,76.4818,0,0,,F,9,8
us open,US Open,year,2022,2022,2022,,seed,seed_1_2,8,6,2,75.0,72.9103,2,2,100.0,R16,6,8
us open,US Open,year,2022,2022,2022,,seed,seed_3_4,8,7,1,87.5,71.304,2,1,50.0,F,9,8
vienna,Vienna,year,2022,2022,2022,,seed,seed_5_8,8,5,3,62.5,61.1737,3,3,100.0,QF,7,8
washington,Washington,year,2022,2022,2022,,entry,entry_Q,8,2,6,25.0,35.1943,6,2,33.3333,R32,5,8
washington,Washington,year,2022,2022,2022,,entry,entry_WC,8,4,4,50.0,42.6797,4,2,50.0,QF,7,8
acapulco,Acapulco,year,2022,2022,2022,,entry,entry_Q,7,3,4,42.8571,40.2015,4,2,50.0,QF,7,7
adelaide 1,Adelaide 1,year,2022,2022,2022,,entry,entry_Q,7,3,4,42.8571,40.2015,4,2,50.0,QF,7,7
atlanta,Atlanta,year,2022,2022,2022,,seed,seed_3_4,7,6,1,85.7143,70.2412,0,0,,F,9,7
australian open,Australian Open,year,2022,2022,2022,,seed,seed_1_2,7,6,1,85.7143,75.6107,1,1,100.0,F,9,7
basel,Basel,year,2022,2022,2022,,entry,entry_Q,7,3,4,42.8571,40.2015,4,2,50.0,QF,7,7
cincinnati masters,Cincinnati Masters,year,2022,2022,2022,,entry,entry_PR,7,6,1,85.7143,57.9821,2,1,50.0,F,9,7
cincinnati masters,Cincinnati Masters,year,2022,2022,2022,,seed,seed_5_8,7,3,4,42.8571,56.032,0,0,,QF,7,7
cordoba,Cordoba,year,2022,2022,2022,,entry,entry_WC,7,4,3,57.1429,44.2604,3,2,66.6667,SF,8,7
dallas,Dallas,year,2022,2022,2022,,seed,seed_3_4,7,5,2,71.4286,66.5375,0,0,,F,9,7
delray beach,Delray Beach,year,2022,2022,2022,,seed,seed_5_8,7,4,3,57.1429,59.7357,3,2,66.6667,QF,7,7
eastbourne,Eastbourne,year,2022,2022,2022,,entry,entry_Q,7,3,4,42.8571,40.2015,4,3,75.0,R16,6,7
eastbourne,Eastbourne,year,2022,2022,2022,,seed,seed_5_8,7,3,4,42.8571,56.032,4,1,25.0,SF,8,7
estoril,Estoril,year,2022,2022,2022,,entry,entry_Q,7,3,4,42.8571,40.2015,4,3,75.0,R16,6,7
geneva,Geneva,year,2022,2022,2022,,entry,entry_Q,7,3,4,42.8571,40.2015,4,3,75.0,R16,6,7
gijon,Gijon,year,2022,2022,2022,,seed,seed_5_8,7,3,4,42.8571,56.032,5,2,40.0,QF,7,7
halle,Halle,year,2022,2022,2022,,seed,seed_1_2,7,5,2,71.4286,71.907,2,2,100.0,F,9,7
hamburg,Hamburg,year,2022,2022,2022,,seed,seed_1_2,7,5,2,71.4286,71.907,2,2,100.0,F,9,7
hertogenbosch,'s-Hertogenbosch,year,2022,2022,2022,,entry,entry_WC,7,5,2,71.4286,47.9641,3,1,33.3333,F,9,7
hertogenbosch,'s-Hertogenbosch,year,2022,2022,2022,,seed,seed_1_2,7,5,2,71.4286,71.907,0,0,,F,9,7
hertogenbosch,'s-Hertogenbosch,year,2022,2022,2022,,seed,seed_5_8,7,3,4,42.8571,56.032,4,2,50.0,QF,7,7
houston,Houston,year,2022,2022,2022,,entry,entry_Q,7,3,4,42.8571,40.2015,4,2,50.0,QF,7,7
houston,Houston,year,2022,2022,2022,,entry,entry_WC,7,4,3,57.1429,44.2604,3,2,66.6667,SF,8,7
indian wells masters,Indian Wells Masters,year,2022,2022,2022,,seed,seed_3_4,7,5,2,71.4286,66.5375,0,0,,F,9,7
los cabos,Los Cabos,year,2022,2022,2022,,seed,seed_1_2,7,6,1,85.7143,75.6107,0,0,,F,9,7
los cabos,Los Cabos,year,2022,2022,2022,,seed,seed_3_4,7,5,2,71.4286,66.5375,0,0,,F,9,7
lyon,Lyon,year,2022,2022,2022,,seed,seed_5_8,7,3,4,42.8571,56.032,4,2,50.0,QF,7,7
madrid masters,Madrid Masters,year,2022,2022,2022,,seed,seed_3_4,7,5,2,71.4286,66.5375,0,0,,SF,8,7
mallorca,Mallorca,year,2022,2022,2022,,entry,entry_Q,7,3,4,42.8571,40.2015,4,1,25.0,SF,8,7
marrakech,Marrakech,year,2022,2022,2022,,entry,entry_Q,7,3,4,42.8571,40.2015,4,3,75.0,R16,6,7
monte carlo masters,Monte Carlo Masters,year,2022,2022,2022,,seed,seed_3_4,7,6,1,85.7143,70.2412,0,0,,F,9,7
munich,Munich,year,2022,2022,2022,,entry,entry_WC,7,5,2,71.4286,47.9641,3,1,33.3333,F,9,7
paris masters,Paris Masters,year,2022,2022,2022,,entry,entry_WC,7,3,4,42.8571,40.5567,4,2,50.0,R16,6,7
queen s club,Queen's Club,year,2022,2022,2022,,entry,entry_Q,7,3,4,42.8571,40.2015,4,2,50.0,QF,7,7
queen s club,Queen's Club,year,2022,2022,2022,,seed,seed_5_8,7,3,4,42.8571,56.032,4,1,25.0,SF,8,7
rome masters,Rome Masters,year,2022,2022,2022,,seed,seed_3_4,7,5,2,71.4286,66.5375,0,0,,F,9,7
rotterdam,Rotterdam,year,2022,2022,2022,,entry,entry_Q,7,3,4,42.8571,40.2015,4,1,25.0,SF,8,7
rotterdam,Rotterdam,year,2022,2022,2022,,seed,seed_3_4,7,6,1,85.7143,70.2412,2,2,100.0,F,9,7
santiago,Santiago,year,2022,2022,2022,,entry,entry_WC,7,4,3,57.1429,44.2604,3,2,66.6667,SF,8,7
seoul,Seoul,year,2022,2022,2022,,entry,entry_LL,7,3,4,42.8571,34.8148,3,1,33.3333,SF,8,7
sofia,Sofia,year,2022,2022,2022,,entry,entry_Q,7,3,4,42.8571,40.2015,4,2,50.0,QF,7,7
sydney,Sydney,year,2022,2022,2022,,entry,entry_WC,7,5,2,71.4286,47.9641,2,2,100.0,F,9,7
tel aviv,Tel Aviv,year,2022,2022,2022,,entry,entry_Q,7,3,4,42.8571,40.2015,4,2,50.0,QF,7,7
vienna,Vienna,year,2022,2022,2022,,seed,seed_1_2,7,6,1,85.7143,75.6107,2,2,100.0,F,9,7
washington,Washington,year,2022,2022,2022,,seed,seed_5_8,7,3,4,42.8571,56.032,0,0,,R16,6,7
acapulco,Acapulco,year,2022,2022,2022,,entry,entry_LL,6,3,3,50.0,36.1538,3,2,66.6667,QF,7,6
acapulco,Acapulco,year,2022,2022,2022,,seed,seed_1_2,6,4,2,66.6667,70.8265,2,2,100.0,SF,8,6
adelaide 1,Adelaide 1,year,2022,2022,2022,,entry,entry_WC,6,3,3,50.0,42.1166,3,1,33.3333,SF,8,6
antwerp,Antwerp,year,2022,2022,2022,,seed,seed_1_2,6,5,1,83.3333,74.6727,0,0,,F,9,6
astana,Astana,year,2022,2022,2022,,entry,entry_Q,6,2,4,33.3333,37.9016,4,2,50.0,R16,6,6
barcelona,Barcelona,year,2022,2022,2022,,seed,seed_1_2,6,4,2,66.6667,70.8265,0,0,,QF,7,6
barcelona,Barcelona,year,2022,2022,2022,,seed,seed_3_4,6,4,2,66.6667,65.2504,0,0,,QF,7,6
basel,Basel,year,2022,2022,2022,,seed,seed_3_4,6,5,1,83.3333,69.0966,2,1,50.0,F,9,6
buenos aires,Buenos Aires,year,2022,2022,2022,,entry,entry_PR,6,3,3,50.0,48.6737,3,2,66.6667,QF,7,6
buenos aires,Buenos Aires,year,2022,2022,2022,,entry,entry_Q,6,2,4,33.3333,37.9016,4,1,25.0,QF,7,6
dallas,Dallas,year,2022,2022,2022,,seed,seed_1_2,6,5,1,83.3333,74.6727,0,0,,F,9,6
davis cup qls r1 arg vs cze,Davis Cup QLS R1: ARG vs CZE,year,2022,2022,2022,,entry,entry_MD,6,3,3,50.0,51.8369,0,0,,BR,1,6
davis cup qls r1 arg vs cze,Davis Cup QLS R1: ARG vs CZE,year,2022,2022,2022,,seed,seed_unseeded,6,3,3,50.0,44.9243,0,0,,BR,1,6
davis cup qls r1 aut vs kor,Davis Cup QLS R1: AUT vs KOR,year,2022,2022,2022,,entry,entry_MD,6,3,3,50.0,51.8369,0,0,,BR,1,6
davis cup qls r1 aut vs kor,Davis Cup QLS R1: AUT vs KOR,year,2022,2022,2022,,seed,seed_unseeded,6,3,3,50.0,44.9243,0,0,,BR,1,6
davis cup qls r1 can vs ned,Davis Cup QLS R1: CAN vs NED,year,2022,2022,2022,,entry,entry_MD,6,3,3,50.0,51.8369,0,0,,BR,1,6
davis cup qls r1 can vs ned,Davis Cup QLS R1: CAN vs NED,year,2022,2022,2022,,seed,seed_unseeded,6,3,3,50.0,44.9243,0,0,,BR,1,6
davis cup qls r1 esp vs rou,Davis Cup QLS R1: ESP vs ROU,year,2022,2022,2022,,entry,entry_MD,6,3,3,50.0,51.8369,0,0,,BR,1,6
davis cup qls r1 esp vs rou,Davis Cup QLS R1: ESP vs ROU,year,2022,2022,2022,,seed,seed_unseeded,6,3,3,50.0,44.9243,0,0,,BR,1,6
davis cup qls r1 fra vs ecu,Davis Cup QLS R1: FRA vs ECU,year,2022,2022,2022,,entry,entry_MD,6,3,3,50.0,51.8369,0,0,,BR,1,6
davis cup qls r1 fra vs ecu,Davis Cup QLS R1: FRA vs ECU,year,2022,2022,2022,,seed,seed_unseeded,6,3,3,50.0,44.9243,0,0,,BR,1,6
davis cup qls r1 ger vs bra,Davis Cup QLS R1: GER vs BRA,year,2022,2022,2022,,entry,entry_MD,6,3,3,50.0,51.8369,0,0,,BR,1,6
davis cup qls r1 ger vs bra,Davis Cup QLS R1: GER vs BRA,year,2022,2022,2022,,seed,seed_unseeded,6,3,3,50.0,44.9243,0,0,,BR,1,6
davis cup qls r1 kaz vs nor,Davis Cup QLS R1: KAZ vs NOR,year,2022,2022,2022,,entry,entry_MD,6,3,3,50.0,51.8369,0,0,,BR,1,6
davis cup qls r1 kaz vs nor,Davis Cup QLS R1: KAZ vs NOR,year,2022,2022,2022,,seed,seed_unseeded,6,3,3,50.0,44.9243,0,0,,BR,1,6
davis cup qls r1 usa vs col,Davis Cup QLS R1: USA vs COL,year,2022,2022,2022,,entry,entry_MD,6,3,3,50.0,51.8369,0,0,,BR,1,6
davis cup qls r1 usa vs col,Davis Cup QLS R1: USA vs COL,year,2022,2022,2022,,seed,seed_unseeded,6,3,3,50.0,44.9243,0,0,,BR,1,6
davis cup wg1 po chi vs slo,Davis Cup WG1 PO: CHI vs SLO,year,2022,2022,2022,,entry,entry_MD,6,3,3,50.0,51.8369,0,0,,BR,1,6
davis cup wg1 po chi vs slo,Davis Cup WG1 PO: CHI vs SLO,year,2022,2022,2022,,seed,seed_unseeded,6,3,3,50.0,44.9243,0,0,,BR,1,6
davis cup wg1 po ind vs den,Davis Cup WG1 PO: IND vs DEN,year,2022,2022,2022,,entry,entry_MD,6,3,3,50.0,51.8369,0,0,,BR,1,6
davis cup wg1 po ind vs den,Davis Cup WG1 PO: IND vs DEN,year,2022,2022,2022,,seed,seed_unseeded,6,3,3,50.0,44.9243,0,0,,BR,1,6
davis cup wg1 r1 aut vs pak,Davis Cup WG1 R1: AUT vs PAK,year,2022,2022,2022,,entry,entry_MD,6,3,3,50.0,51.8369,0,0,,BR,1,6
davis cup wg1 r1 aut vs pak,Davis Cup WG1 R1: AUT vs PAK,year,2022,2022,2022,,seed,seed_unseeded,6,3,3,50.0,44.9243,0,0,,BR,1,6
davis cup wg1 r1 bih vs mex,Davis Cup WG1 R1: BIH vs MEX,year,2022,2022,2022,,entry,entry_MD,6,3,3,50.0,51.8369,0,0,,BR,1,6
davis cup wg1 r1 bih vs mex,Davis Cup WG1 R1: BIH vs MEX,year,2022,2022,2022,,seed,seed_unseeded,6,3,3,50.0,44.9243,0,0,,BR,1,6
davis cup wg1 r1 bra vs por,Davis Cup WG1 R1: BRA vs POR,year,2022,2022,2022,,entry,entry_MD,6,3,3,50.0,51.8369,0,0,,BR,1,6
davis cup wg1 r1 bra vs por,Davis Cup WG1 R1: BRA vs POR,year,2022,2022,2022,,seed,seed_unseeded,6,3,3,50.0,44.9243,0,0,,BR,1,6
davis cup wg1 r1 col vs tur,Davis Cup WG1 R1: COL vs TUR,year,2022,2022,2022,,entry,entry_MD,6,3,3,50.0,51.8369,0,0,,BR,1,6
davis cup wg1 r1 col vs tur,Davis Cup WG1 R1: COL vs TUR,year,2022,2022,2022,,seed,seed_unseeded,6,3,3,50.0,44.9243,0,0,,BR,1,6
davis cup wg1 r1 cze vs isr,Davis Cup WG1 R1: CZE vs ISR,year,2022,2022,2022,,entry,entry_MD,6,3,3,50.0,51.8369,0,0,,BR,1,6
davis cup wg1 r1 cze vs isr,Davis Cup WG1 R1: CZE vs ISR,year,2022,2022,2022,,seed,seed_unseeded,6,3,3,50.0,44.9243,0,0,,BR,1,6
davis cup wg1 r1 hun vs ukr,Davis Cup WG1 R1: HUN vs UKR,year,2022,2022,2022,,entry,entry_MD,6,3,3,50.0,51.8369,0,0,,BR,1,6
davis cup wg1 r1 hun vs ukr,Davis Cup WG1 R1: HUN vs UKR,year,2022,2022,2022,,seed,seed_unseeded,6,3,3,50.0,44.9243,0,0,,BR,1,6
davis cup wg1 r1 ind vs nor,Davis Cup WG1 R1: IND vs NOR,year,2022,2022,2022,,entry,entry_MD,6,3,3,50.0,51.8369,0,0,,BR,1,6
davis cup wg1 r1 ind vs nor,Davis Cup WG1 R1: IND vs NOR,year,2022,2022,2022,,seed,seed_unseeded,6,3,3,50.0,44.9243,0,0,,BR,1,6
davis cup wg1 r1 jpn vs uzb,Davis Cup WG1 R1: JPN vs UZB,year,2022,2022,2022,,entry,entry_MD,6,3,3,50.0,51.8369,0,0,,BR,1,6
davis cup wg1 r1 jpn vs uzb,Davis Cup WG1 R1: JPN vs UZB,year,2022,2022,2022,,seed,seed_unseeded,6,3,3,50.0,44.9243,0,0,,BR,1,6
davis cup wg1 r1 svk vs rou,Davis Cup WG1 R1: SVK vs ROU,year,2022,2022,2022,,entry,entry_MD,6,3,3,50.0,51.8369,0,0,,BR,1,6
davis cup wg1 r1 svk vs rou,Davis Cup WG1 R1: SVK vs ROU,year,2022,2022,2022,,seed,seed_unseeded,6,3,3,50.0,44.9243,0,0,,BR,1,6
davis cup wg2 po hkg vs ben,Davis Cup WG2 PO: HKG vs BEN,year,2022,2022,2022,,entry,entry_MD,6,3,3,50.0,51.8369,0,0,,BR,1,6
davis cup wg2 po hkg vs ben,Davis Cup WG2 PO: HKG vs BEN,year,2022,2022,2022,,seed,seed_unseeded,6,3,3,50.0,44.9243,0,0,,BR,1,6
davis cup wg2 r1 bol vs tha,Davis Cup WG2 R1: BOL vs THA,year,2022,2022,2022,,entry,entry_MD,6,3,3,50.0,51.8369,0,0,,BR,1,6
davis cup wg2 r1 bol vs tha,Davis Cup WG2 R1: BOL vs THA,year,2022,2022,2022,,seed,seed_unseeded,6,3,3,50.0,44.9243,0,0,,BR,1,6
davis cup wg2 r1 slo vs est,Davis Cup WG2 R1: SLO vs EST,year,2022,2022,2022,,entry,entry_MD,6,3,3,50.0,51.8369,0,0,,BR,1,6
davis cup wg2 r1 slo vs est,Davis Cup WG2 R1: SLO vs EST,year,2022,2022,2022,,seed,seed_unseeded,6,3,3,50.0,44.9243,0,0,,BR,1,6
davis cup wg2 r1 tpe vs hkg,Davis Cup WG2 R1: TPE vs HKG,year,2022,2022,2022,,entry,entry_MD,6,3,3,50.0,51.8369,0,0,,BR,1,6
davis cup wg2 r1 tpe vs hkg,Davis Cup WG2 R1: TPE vs HKG,year,2022,2022,2022,,seed,seed_unseeded,6,3,3,50.0,44.9243,0,0,,BR,1,6
davis cup wg2 r1 tun vs gre,Davis Cup WG2 R1: TUN vs GRE,year,2022,2022,2022,,entry,entry_MD,6,3,3,50.0,51.8369,0,0,,BR,1,6
davis cup wg2 r1 tun vs gre,Davis Cup WG2 R1: TUN vs GRE,year,2022,2022,2022,,seed,seed_unseeded,6,3,3,50.0,44.9243,0,0,,BR,1,6
doha,Doha,year,2022,2022,2022,,seed,seed_1_2,6,5,1,83.3333,74.6727,0,0,,F,9,6
doha,Doha,year,2022,2022,2022,,seed,seed_3_4,6,4,2,66.6667,65.2504,0,0,,F,9,6
geneva,Geneva,year,2022,2022,2022,,seed,seed_5_8,6,2,4,33.3333,54.3409,4,2,50.0,R16,6,6
gijon,Gijon,year,2022,2022,2022,,entry,entry_Q,6,2,4,33.3333,37.9016,4,2,50.0,R16,6,6
gijon,Gijon,year,2022,2022,2022,,entry,entry_WC,6,2,4,33.3333,38.2704,4,1,25.0,QF,7,6
gijon,Gijon,year,2022,2022,2022,,seed,seed_1_2,6,5,1,83.3333,74.6727,0,0,,F,9,6
gstaad,Gstaad,year,2022,2022,2022,,seed,seed_5_8,6,2,4,33.3333,54.3409,4,1,25.0,QF,7,6
halle,Halle,year,2022,2022,2022,,entry,entry_WC,6,3,3,50.0,42.1166,3,1,33.3333,SF,8,6
hamburg,Hamburg,year,2022,2022,2022,,entry,entry_Q,6,2,4,33.3333,37.9016,4,2,50.0,R16,6,6
hamburg,Hamburg,year,2022,2022,2022,,seed,seed_5_8,6,2,4,33.3333,54.3409,4,1,25.0,QF,7,6
hertogenbosch,'s-Hertogenbosch,year,2022,2022,2022,,entry,entry_Q,6,2,4,33.3333,37.9016,4,2,50.0,R16,6,6
los cabos,Los Cabos,year,2022,2022,2022,,entry,entry_Q,6,2,4,33.3333,37.9016,4,2,50.0,R16,6,6
los cabos,Los Cabos,year,2022,2022,2022,,seed,seed_5_8,6,3,3,50.0,58.1871,3,2,66.6667,QF,7,6
lyon,Lyon,year,2022,2022,2022,,entry,entry_Q,6,2,4,33.3333,37.9016,4,1,25.0,QF,7,6
mallorca,Mallorca,year,2022,2022,2022,,seed,seed_1_2,6,5,1,83.3333,74.6727,0,0,,F,9,6
marseille,Marseille,year,2022,2022,2022,,entry,entry_WC,6,3,3,50.0,42.1166,3,2,66.6667,QF,7,6
marseille,Marseille,year,2022,2022,2022,,seed,seed_1_2,6,5,1,83.3333,74.6727,0,0,,F,9,6
marseille,Marseille,year,2022,2022,2022,,seed,seed_3_4,6,4,2,66.6667,65.2504,0,0,,F,9,6
monte carlo masters,Monte Carlo Masters,year,2022,2022,2022,,entry,entry_WC,6,2,4,33.3333,38.2704,4,1,25.0,R16,6,6
montpellier,Montpellier,year,2022,2022,2022,,seed,seed_1_2,6,4,2,66.6667,70.8265,0,0,,F,9,6
naples,Naples,year,2022,2022,2022,,entry,entry_Q,6,2,4,33.3333,37.9016,4,1,25.0,QF,7,6
naples,Naples,year,2022,2022,2022,,seed,seed_1_2,6,4,2,66.6667,70.8265,0,0,,F,9,6
newport,Newport,year,2022,2022,2022,,entry,entry_Q,6,2,4,33.3333,37.9016,4,2,50.0,R16,6,6
queen s club,Queen's Club,year,2022,2022,2022,,entry,entry_WC,6,3,3,50.0,42.1166,3,2,66.6667,QF,7,6
queen s club,Queen's Club,year,2022,2022,2022,,seed,seed_1_2,6,5,1,83.3333,74.6727,2,1,50.0,F,9,6
rio de janeiro,Rio de Janeiro,year,2022,2022,2022,,entry,entry_PR,6,3,3,50.0,48.6737,3,2,66.6667,QF,7,6
rio de janeiro,Rio de Janeiro,year,2022,2022,2022,,entry,entry_Q,6,2,4,33.3333,37.9016,4,1,25.0,QF,7,6
rotterdam,Rotterdam,year,2022,2022,2022,,seed,seed_5_8,6,2,4,33.3333,54.3409,4,1,25.0,QF,7,6
