date,tournament,winner_id,loser_id,winner_name,loser_name,winner_rank,loser_rank,winner_points,loser_points,join_method
2024-04-15,Barcelona Open,56846,9305,Brandon Nakashima,Daniel Evans,87,49,695,996,surname
2024-04-15,Barcelona Open,60140,23100,Harold Mayot,Pedro Cachin,116,88,525,673,surname
2024-04-15,Tiriac Open,18720,28899,Federico Coria,Benjamin Bonzi,83,182,711,336,surname
2024-04-15,Tiriac Open,28170,46747,Arthur Rinderknech,Hugo Gaston,79,96,729,642,surname
2024-04-15,Tiriac Open,36858,71221,Thiago Seyboth Wild,Luca Nardi,67,81,831,718,surname
2024-04-15,Tiriac Open,66828,76127,Mariano Navone,Luciano Darderi,52,64,976,875,surname
2024-04-16,BMW Open,14856,64891,Yannick Hanfmann,Alexander Shevchenko,61,63,894,879,surname
2024-04-16,BMW Open,20648,24721,Taro Daniel,Christopher O'Connell,,,,,miss
2024-04-16,BMW Open,24249,26500,Botic Van De Zandschulp,Ivan Gakhov,89,280,670,202,surname
2024-04-16,BMW Open,24840,34298,Cristian Garin,Dominik Koepfer,106,54,598,938,surname
2024-04-16,BMW Open,26845,42229,Daniel Elahi Galan,Camilo Ugo Carabelli,93,109,651,579,surname
2024-04-16,BMW Open,35297,84561,Marc-Andrea Huesler,Marko Topo,223,320,266,165,surname
2024-04-16,BMW Open,40434,23640,Felix Auger Aliassime,Maximilian Marterer,34,101,1200,616,surname
2024-04-16,BMW Open,44555,28267,Jurij Rodionov,Aleksandar Vukic,118,65,520,857,surname
2024-04-16,Barcelona Open,12190,17829,Dusan Lajovic,Diego Sebastian Schwartzman,59,142,896,453,surname
2024-04-16,Barcelona Open,21506,28932,Roberto Carballes Baena,Hugo Grenier,72,159,771,407,surname
2024-04-16,Barcelona Open,24232,25165,Alejandro Pascacio F.,Borna Coric,53,32,958,1244,surname
2024-04-16,Barcelona Open,29732,34233,Daniel Altmaier,Alexei Popyrin,66,44,856,1077,surname
2024-04-16,Barcelona Open,37532,38973,Tomas Martin Etcheverry,Nick Hardt,30,229,1295,260,surname
2024-04-16,Barcelona Open,56846,29372,Brandon Nakashima,Andrey Rublev,87,8,695,3935,surname
2024-04-16,Barcelona Open,58327,86082,Tomas Machac,Juncheng Shang,50,114,988,544,surname
2024-04-16,Barcelona Open,677,67546,Rafael Nadal,Flavio Cobolli,644,62,50,880,surname
2024-04-16,Barcelona Open,73956,52721,Matteo Arnaldi,Sebastian Baez,40,19,1121,1955,surname
2024-04-16,Barcelona Open,82371,26496,Luca Van Assche,Zhuo Zhang,99,47,625,1044,surname
2024-04-16,Tiriac Open,10828,39152,Radu Albot,Aleksandar Kovacevic,139,97,459,638,surname
2024-04-16,Tiriac Open,13674,36594,Marton Fucsovics,Valentin Vacherot,82,136,712,464,surname
2024-04-16,Tiriac Open,31446,1092,Nuno Borges,Stan Wawrinka,55,86,911,697,surname
2024-04-16,Tiriac Open,34337,11226,Miomir Kecmanovic,David Goffin,60,100,895,621,surname
2024-04-16,Tiriac Open,36263,33502,Corentin Moutet,Denis Shapovalov,92,121,652,510,surname
2024-04-16,Tiriac Open,5829,29665,Pablo Martinez,Carlos Taberner,57,352,897,144,surname
2024-04-16,Tiriac Open,91521,31392,Joao Fonseca,Lorenzo Sonego,276,51,207,986,surname
2024-04-17,BMW Open,24008,44555,Alexander Zverev,Jurij Rodionov,5,118,5425,520,surname
2024-04-17,BMW Open,63017,48442,Jack Draper,Rudolf Molleker,46,179,1066,341,surname
2024-04-17,Barcelona Open,12190,38911,Dusan Lajovic,Ugo Humbert,59,13,896,2535,surname
2024-04-17,Barcelona Open,12653,27482,Marco Trungelliti,Nicolas Jarry,197,22,310,1685,surname
2024-04-17,Barcelona Open,1837,31290,Roberto Bautista Agut,Andrea Vavassori,84,156,703,413,surname
2024-04-17,Barcelona Open,21506,63572,Roberto Carballes Baena,Lorenzo Musetti,72,24,771,1510,surname
2024-04-17,Barcelona Open,30470,27547,Stefanos Tsitsipas,Sebastian Ofner,7,43,3995,1081,surname
2024-04-17,Barcelona Open,33648,28108,Casper Ruud,Alexandre Muller,6,110,4025,560,surname
2024-04-17,Barcelona Open,39309,677,Alex De Minaur,Rafael Nadal,11,644,3510,50,surname
2024-04-17,Barcelona Open,83135,29732,Arthur Fils,Daniel Altmaier,36,66,1185,856,surname
2024-04-17,Tiriac Open,20654,22432,Gregoire Barrere,Thanasi Kokkinakis,128,94,482,650,surname
2024-04-17,Tiriac Open,30087,28170,Alejandro Tabilo,Arthur Rinderknech,41,79,1101,729,surname
2024-04-18,BMW Open,14177,24249,Jan-Lennard Struff,Botic Van De Zandschulp,28,89,1388,670,surname
2024-04-18,BMW Open,24840,92985,Cristian Garin,Alex Michelsen,106,70,598,790,surname
2024-04-18,BMW Open,29932,60625,Taylor Harry Fritz,Alejandro Moro Canas,15,240,2450,243,surname
2024-04-18,BMW Open,35297,14856,Marc-Andrea Huesler,Yannick Hanfmann,223,61,266,894,surname
2024-04-18,BMW Open,40434,20648,Felix Auger Aliassime,Taro Daniel,34,85,1200,702,surname
2024-04-18,BMW Open,69471,26845,Holger Rune,Daniel Elahi Galan,12,93,3395,651,surname
2024-04-18,Barcelona Open,12190,36519,Dusan Lajovic,Alejandro Davidovich Fokina,59,27,896,1395,surname
2024-04-18,Barcelona Open,24232,52140,Alejandro Pascacio F.,Fabian Marozsan,53,39,958,1122,surname
2024-04-18,Barcelona Open,27851,1837,Cameron Norrie,Roberto Bautista Agut,31,84,1290,703,surname
2024-04-18,Barcelona Open,30470,21506,Stefanos Tsitsipas,Roberto Carballes Baena,7,72,3995,771,surname
2024-04-18,Barcelona Open,33648,22433,Casper Ruud,Jordan Thompson,6,33,4025,1235,surname
2024-04-18,Barcelona Open,37532,56846,Tomas Martin Etcheverry,Brandon Nakashima,30,87,1295,695,surname
2024-04-18,Barcelona Open,73956,12653,Matteo Arnaldi,Marco Trungelliti,40,197,1121,310,surname
2024-04-18,Barcelona Open,83135,39309,Arthur Fils,Alex De Minaur,36,11,1185,3510,surname
2024-04-18,Tiriac Open,13674,33860,Marton Fucsovics,Tallon Griekspoor,82,25,712,1505,surname
2024-04-18,Tiriac Open,36263,31446,Corentin Moutet,Nuno Borges,92,55,652,911,surname
2024-04-18,Tiriac Open,91521,10828,Joao Fonseca,Radu Albot,276,139,207,459,surname
2024-04-19,BMW Open,24840,24008,Cristian Garin,Alexander Zverev,106,5,598,5425,surname
2024-04-19,BMW Open,29932,63017,Taylor Harry Fritz,Jack Draper,15,46,2450,1066,surname
2024-04-19,BMW Open,69471,35297,Holger Rune,Marc-Andrea Huesler,12,223,3395,266,surname
2024-04-19,Barcelona Open,12190,83135,Dusan Lajovic,Arthur Fils,59,36,896,1185,surname
2024-04-19,Barcelona Open,30470,24232,Stefanos Tsitsipas,Alejandro Pascacio F.,7,53,3995,958,surname
2024-04-19,Barcelona Open,33648,73956,Casper Ruud,Matteo Arnaldi,6,40,4025,1121,surname
2024-04-19,Barcelona Open,37532,27851,Tomas Martin Etcheverry,Cameron Norrie,30,31,1295,1290,surname
2024-04-19,Tiriac Open,13674,36263,Marton Fucsovics,Corentin Moutet,82,92,712,652,surname
2024-04-19,Tiriac Open,20654,42451,Gregoire Barrere,Sebastian Korda,128,26,482,1485,surname
2024-04-19,Tiriac Open,20654,5829,Gregoire Barrere,Pablo Martinez,128,57,482,897,surname
2024-04-19,Tiriac Open,30087,91521,Alejandro Tabilo,Joao Fonseca,41,276,1101,207,surname
2024-04-19,Tiriac Open,52279,18720,Francisco Cerundolo,Federico Coria,21,83,1720,711,surname
2024-04-19,Tiriac Open,5829,34337,Pablo Martinez,Miomir Kecmanovic,57,60,897,895,surname
2024-04-19,Tiriac Open,66828,36858,Mariano Navone,Thiago Seyboth Wild,52,67,976,831,surname
2024-04-20,BMW Open,14177,40434,Jan-Lennard Struff,Felix Auger Aliassime,28,34,1388,1200,surname
2024-04-20,BMW Open,14177,69471,Jan-Lennard Struff,Holger Rune,28,12,1388,3395,surname
2024-04-20,BMW Open,29932,24840,Taylor Harry Fritz,Cristian Garin,15,106,2450,598,surname
2024-04-20,Barcelona Open,30470,12190,Stefanos Tsitsipas,Dusan Lajovic,7,59,3995,896,surname
2024-04-20,Barcelona Open,33648,37532,Casper Ruud,Tomas Martin Etcheverry,6,30,4025,1295,surname
2024-04-20,Tiriac Open,13674,30087,Marton Fucsovics,Alejandro Tabilo,82,41,712,1101,surname
2024-04-20,Tiriac Open,66828,20654,Mariano Navone,Gregoire Barrere,52,128,976,482,surname
2024-04-20,Tiriac Open,66828,52279,Mariano Navone,Francisco Cerundolo,52,21,976,1720,surname
2024-04-21,BMW Open,14177,29932,Jan-Lennard Struff,Taylor Harry Fritz,28,15,1388,2450,surname
2024-04-21,Barcelona Open,33648,30470,Casper Ruud,Stefanos Tsitsipas,6,7,4025,3995,surname
2024-04-21,Tiriac Open,13674,66828,Marton Fucsovics,Mariano Navone,82,52,712,976,surname
2024-04-24,Mutua Madrid Open,11881,56846,Facundo Bagnis,Brandon Nakashima,136,81,460,725,surname
2024-04-24,Mutua Madrid Open,20648,28267,Taro Daniel,Aleksandar Vukic,85,62,717,857,surname
2024-04-24,Mutua Madrid Open,24249,26381,Botic Van De Zandschulp,Christopher Eubanks,115,44,545,1087,surname
2024-04-24,Mutua Madrid Open,25165,32887,Borna Coric,Benjamin Hassan,34,159,1244,395,surname
2024-04-24,Mutua Madrid Open,29732,94493,Daniel Altmaier,Martin Landaluce,61,322,871,160,surname
2024-04-24,Mutua Madrid Open,33502,24232,Denis Shapovalov,Alejandro Pascacio F.,132,47,465,1048,surname
2024-04-24,Mutua Madrid Open,36858,28900,Thiago Seyboth Wild,Roman Safiullin,63,42,849,1139,surname
2024-04-24,Mutua Madrid Open,37085,64896,Lukas Klein,Pablo Llamas Ruiz,120,146,524,434,surname
2024-04-24,Mutua Madrid Open,52140,18524,Fabian Marozsan,Aslan Karatsev,37,48,1164,1041,surname
2024-04-24,Mutua Madrid Open,63017,22432,Jack Draper,Thanasi Kokkinakis,43,93,1106,650,surname
2024-04-24,Mutua Madrid Open,64891,28170,Alexander Shevchenko,Arthur Rinderknech,59,77,879,744,surname
2024-04-24,Mutua Madrid Open,66828,34233,Mariano Navone,Alexei Popyrin,41,46,1141,1057,surname
2024-04-24,Mutua Madrid Open,76127,5917,Luciano Darderi,Gael Monfils,60,40,875,1142,surname
2024-04-24,Mutua Madrid Open,82371,37741,Luca Van Assche,Zizou Bergs,99,103,630,597,surname
2024-04-24,Mutua Madrid Open,86082,36263,Juncheng Shang,Corentin Moutet,111,88,560,695,surname
2024-04-25,Mutua Madrid Open,14609,12190,Thiago Moura Monteiro,Dusan Lajovic,118,65,545,846,surname
2024-04-25,Mutua Madrid Open,1837,26845,Roberto Bautista Agut,Daniel Elahi Galan,86,89,708,666,surname
2024-04-25,Mutua Madrid Open,21506,34298,Roberto Carballes Baena,Dominik Koepfer,68,54,821,938,surname
2024-04-25,Mutua Madrid Open,23100,27547,Pedro Cachin,Sebastian Ofner,91,45,653,1076,surname
2024-04-25,Mutua Madrid Open,28263,18736,Max Purcell,Marcos Giron,80,51,731,995,surname
2024-04-25,Mutua Madrid Open,31392,674,Lorenzo Sonego,Richard Gasquet,52,116,976,545,surname
2024-04-25,Mutua Madrid Open,34337,26496,Miomir Kecmanovic,Zhuo Zhang,66,49,830,1038,surname
2024-04-25,Mutua Madrid Open,40434,24225,Felix Auger Aliassime,Yoshihito Nishioka,35,78,1240,743,surname
2024-04-25,Mutua Madrid Open,45553,6691,Pavel Kotov,Albert Ramos-Vinolas,72,105,787,590,surname
2024-04-25,Mutua Madrid Open,58327,37105,Tomas Machac,Emil Ruusuvuori,50,71,1013,795,surname
2024-04-25,Mutua Madrid Open,67546,30087,Flavio Cobolli,Alejandro Tabilo,64,38,848,1151,surname
2024-04-25,Mutua Madrid Open,73956,24721,Matteo Arnaldi,Christopher O'Connell,,,,,miss
2024-04-25,Mutua Madrid Open,79060,39152,Hamad Medjedovic,Aleksandar Kovacevic,130,97,475,638,surname
2024-04-25,Mutua Madrid Open,86691,14856,Jakub Mensik,Yannick Hanfmann,74,58,766,899,surname
2024-04-25,Mutua Madrid Open,91521,92985,Joao Fonseca,Alex Michelsen,242,70,241,799,surname
2024-04-26,Mutua Madrid Open,24008,25165,Alexander Zverev,Borna Coric,5,34,5425,1244,surname
2024-04-26,Mutua Madrid Open,26473,63017,Hubert Hurkacz,Jack Draper,9,43,3675,1106,surname
2024-04-26,Mutua Madrid Open,29372,11881,Andrey Rublev,Facundo Bagnis,8,136,3830,460,surname
2024-04-26,Mutua Madrid Open,29732,83135,Daniel Altmaier,Arthur Fils,61,32,871,1273,surname
2024-04-26,Mutua Madrid Open,29932,76127,Taylor Harry Fritz,Luciano Darderi,13,60,2560,875,surname
2024-04-26,Mutua Madrid Open,33502,37532,Denis Shapovalov,Tomas Martin Etcheverry,132,27,465,1475,surname
2024-04-26,Mutua Madrid Open,33860,20648,Tallon Griekspoor,Taro Daniel,25,85,1505,717,surname
2024-04-26,Mutua Madrid Open,36519,86082,Alejandro Davidovich Fokina,Juncheng Shang,28,111,1355,560,surname
2024-04-26,Mutua Madrid Open,36858,63572,Thiago Seyboth Wild,Lorenzo Musetti,63,29,849,1355,surname
2024-04-26,Mutua Madrid Open,38911,24249,Ugo Humbert,Botic Van De Zandschulp,14,115,2535,545,surname
2024-04-26,Mutua Madrid Open,49583,37085,Vinay Kumar T,Lukas Klein,,,,,miss
2024-04-26,Mutua Madrid Open,52279,52140,Francisco Cerundolo,Fabian Marozsan,22,37,1680,1164,surname
2024-04-26,Mutua Madrid Open,52721,82371,Sebastian Baez,Luca Van Assche,19,99,1955,630,surname
2024-04-26,Mutua Madrid Open,68074,64891,Carlos Alcaraz,Alexander Shevchenko,3,59,8145,879,surname
2024-04-26,Mutua Madrid Open,69471,66828,Holger Rune,Mariano Navone,12,41,3245,1141,surname
2024-04-27,Mutua Madrid Open,14609,30470,Thiago Moura Monteiro,Stefanos Tsitsipas,118,7,545,4030,surname
2024-04-27,Mutua Madrid Open,22807,73956,Daniil Medvedev,Matteo Arnaldi,4,36,7085,1191,surname
2024-04-27,Mutua Madrid Open,23100,24232,Pedro Cachin,Alejandro Pascacio F.,91,21,653,1685,surname
2024-04-27,Mutua Madrid Open,24245,21506,Alexander Bublik,Roberto Carballes Baena,18,68,1992,821,surname
2024-04-27,Mutua Madrid Open,25543,1837,Karen Khachanov,Roberto Bautista Agut,17,86,2080,708,surname
2024-04-27,Mutua Madrid Open,27851,91521,Cameron Norrie,Joao Fonseca,30,242,1345,241,surname
2024-04-27,Mutua Madrid Open,33648,34337,Casper Ruud,Miomir Kecmanovic,6,66,4480,830,surname
2024-04-27,Mutua Madrid Open,40434,7806,Felix Auger Aliassime,Adrian Mannarino,35,20,1240,1875,surname
2024-04-27,Mutua Madrid Open,42451,28263,Sebastian Korda,Max Purcell,26,80,1485,731,surname
2024-04-27,Mutua Madrid Open,45553,22433,Pavel Kotov,Jordan Thompson,72,33,787,1256,surname
2024-04-27,Mutua Madrid Open,47275,31392,Jannik Sinner,Lorenzo Sonego,2,52,8660,976,surname
2024-04-27,Mutua Madrid Open,61838,79060,Jiri Lehecka,Hamad Medjedovic,31,130,1305,475,surname
2024-04-27,Mutua Madrid Open,67546,27482,Flavio Cobolli,Nicolas Jarry,64,23,848,1675,surname
2024-04-27,Mutua Madrid Open,677,39309,Rafael Nadal,Alex De Minaur,512,11,75,3470,surname
2024-04-27,Mutua Madrid Open,86691,11953,Jakub Mensik,Grigor Dimitrov,74,10,766,3640,surname
2024-04-27,Mutua Madrid Open,87562,58327,Ben Shelton,Tomas Machac,15,50,2480,1013,surname
2024-04-28,Mutua Madrid Open,14177,38911,Jan-Lennard Struff,Ugo Humbert,24,14,1628,2535,surname
2024-04-28,Mutua Madrid Open,24008,33502,Alexander Zverev,Denis Shapovalov,5,132,5425,465,surname
2024-04-28,Mutua Madrid Open,26473,29732,Hubert Hurkacz,Daniel Altmaier,9,61,3675,871,surname
2024-04-28,Mutua Madrid Open,29372,36519,Andrey Rublev,Alejandro Davidovich Fokina,8,28,3830,1355,surname
2024-04-28,Mutua Madrid Open,29932,52721,Taylor Harry Fritz,Sebastian Baez,13,19,2560,1955,surname
2024-04-28,Mutua Madrid Open,33860,69471,Tallon Griekspoor,Holger Rune,25,12,1505,3245,surname
2024-04-28,Mutua Madrid Open,52279,49583,Francisco Cerundolo,Vinay Kumar T,,,,,miss
2024-04-28,Mutua Madrid Open,68074,36858,Carlos Alcaraz,Thiago Seyboth Wild,3,63,8145,849,surname
2024-04-29,Mutua Madrid Open,22807,42451,Daniil Medvedev,Sebastian Korda,4,26,7085,1485,surname
2024-04-29,Mutua Madrid Open,24245,87562,Alexander Bublik,Ben Shelton,18,15,1992,2480,surname
2024-04-29,Mutua Madrid Open,25543,67546,Karen Khachanov,Flavio Cobolli,17,64,2080,848,surname
2024-04-29,Mutua Madrid Open,33648,27851,Casper Ruud,Cameron Norrie,6,30,4480,1345,surname
2024-04-29,Mutua Madrid Open,47275,45553,Jannik Sinner,Pavel Kotov,2,72,8660,787,surname
2024-04-29,Mutua Madrid Open,61838,14609,Jiri Lehecka,Thiago Moura Monteiro,31,118,1305,545,surname
2024-04-29,Mutua Madrid Open,677,23100,Rafael Nadal,Pedro Cachin,512,91,75,653,surname
2024-04-30,Mutua Madrid Open,22807,24245,Daniil Medvedev,Alexander Bublik,4,18,7085,1992,surname
2024-04-30,Mutua Madrid Open,29372,33860,Andrey Rublev,Tallon Griekspoor,8,25,3830,1505,surname
2024-04-30,Mutua Madrid Open,29932,26473,Taylor Harry Fritz,Hubert Hurkacz,13,9,2560,3675,surname
2024-04-30,Mutua Madrid Open,40434,33648,Felix Auger Aliassime,Casper Ruud,35,6,1240,4480,surname
2024-04-30,Mutua Madrid Open,47275,25543,Jannik Sinner,Karen Khachanov,2,17,8660,2080,surname
2024-04-30,Mutua Madrid Open,52279,24008,Francisco Cerundolo,Alexander Zverev,22,5,1680,5425,surname
2024-04-30,Mutua Madrid Open,61838,677,Jiri Lehecka,Rafael Nadal,31,512,1305,75,surname
2024-04-30,Mutua Madrid Open,68074,14177,Carlos Alcaraz,Jan-Lennard Struff,3,24,8145,1628,surname
2024-05-01,Mutua Madrid Open,29372,68074,Andrey Rublev,Carlos Alcaraz,8,3,3830,8145,surname
2024-05-01,Mutua Madrid Open,29932,52279,Taylor Harry Fritz,Francisco Cerundolo,13,22,2560,1680,surname
2024-05-03,Mutua Madrid Open,29372,29932,Andrey Rublev,Taylor Harry Fritz,8,22,3830,1680,surname
2024-05-05,Mutua Madrid Open,29372,40434,Andrey Rublev,Felix Auger Aliassime,8,35,3830,1240,surname
2024-05-08,Internazionali BNL d'Italia,14609,5917,Thiago Moura Monteiro,Gael Monfils,106,38,590,1145,surname
2024-05-08,Internazionali BNL d'Italia,14856,86691,Yannick Hanfmann,Jakub Mensik,59,65,848,809,surname
2024-05-08,Internazionali BNL d'Italia,24225,27547,Yoshihito Nishioka,Sebastian Ofner,80,46,721,1036,surname
2024-05-08,Internazionali BNL d'Italia,26496,26845,Zhuo Zhang,Daniel Elahi Galan,56,90,868,656,surname
2024-05-08,Internazionali BNL d'Italia,28267,17829,Aleksandar Vukic,Diego Sebastian Schwartzman,70,142,792,439,surname
2024-05-08,Internazionali BNL d'Italia,31446,5829,Nuno Borges,Pablo Martinez,53,51,931,937,surname
2024-05-08,Internazionali BNL d'Italia,45553,92985,Pavel Kotov,Alex Michelsen,63,69,819,798,surname
2024-05-08,Internazionali BNL d'Italia,64891,52140,Alexander Shevchenko,Fabian Marozsan,60,36,848,1179,surname
2024-05-08,Internazionali BNL d'Italia,67535,26381,Terence Atmane,Christopher Eubanks,137,43,463,1053,surname
2024-05-08,Internazionali BNL d'Italia,67546,23640,Flavio Cobolli,Maximilian Marterer,57,98,868,616,surname
2024-05-08,Internazionali BNL d'Italia,76127,33502,Luciano Darderi,Denis Shapovalov,54,126,918,505,surname
2024-05-09,Internazionali BNL d'Italia,12190,31392,Dusan Lajovic,Lorenzo Sonego,64,47,811,996,surname
2024-05-09,Internazionali BNL d'Italia,14177,23100,Jan-Lennard Struff,Pedro Cachin,41,99,1120,613,surname
2024-05-09,Internazionali BNL d'Italia,18524,18094,Aslan Karatsev,Mackenzie Mcdonald,86,76,675,735,surname
2024-05-09,Internazionali BNL d'Italia,18736,37105,Marcos Giron,Emil Ruusuvuori,49,71,980,780,surname
2024-05-09,Internazionali BNL d'Italia,20465,46722,Stefano Napolitano,Jeff Wolf,125,101,506,605,surname
2024-05-09,Internazionali BNL d'Italia,24249,33284,Botic Van De Zandschulp,Nicolas Moreno De Alboran,112,136,565,466,surname
2024-05-09,Internazionali BNL d'Italia,28108,13674,Alexandre Muller,Marton Fucsovics,109,50,577,957,surname
2024-05-09,Internazionali BNL d'Italia,34298,31290,Dominik Koepfer,Andrea Vavassori,52,168,932,355,surname
2024-05-09,Internazionali BNL d'Italia,34337,56846,Miomir Kecmanovic,Brandon Nakashima,58,72,850,760,surname
2024-05-09,Internazionali BNL d'Italia,36263,28900,Corentin Moutet,Roman Safiullin,83,39,715,1138,surname
2024-05-09,Internazionali BNL d'Italia,36858,20654,Thiago Seyboth Wild,Gregoire Barrere,61,115,839,560,surname
2024-05-09,Internazionali BNL d'Italia,4067,9305,Fabio Fognini,Daniel Evans,92,67,650,806,surname
2024-05-09,Internazionali BNL d'Italia,63017,25165,Jack Draper,Borna Coric,40,55,1136,914,surname
2024-05-09,Internazionali BNL d'Italia,63021,28170,Francesco Passaro,Arthur Rinderknech,240,73,248,754,surname
2024-05-09,Internazionali BNL d'Italia,677,37741,Rafael Nadal,Zizou Bergs,305,108,175,581,surname
2024-05-09,Internazionali BNL d'Italia,71221,29732,Luca Nardi,Daniel Altmaier,81,78,718,733,surname
2024-05-09,Internazionali BNL d'Italia,73956,60140,Matteo Arnaldi,Harold Mayot,37,130,1160,499,surname
2024-05-09,Internazionali BNL d'Italia,79060,34233,Hamad Medjedovic,Alexei Popyrin,121,42,522,1057,surname
2024-05-09,Internazionali BNL d'Italia,80019,57769,Matteo Gigante,Giulio Zeppieri,139,144,456,427,surname
2024-05-10,Internazionali BNL d'Italia,11953,24225,Grigor Dimitrov,Yoshihito Nishioka,10,80,3605,721,surname
2024-05-10,Internazionali BNL d'Italia,14609,22433,Thiago Moura Monteiro,Jordan Thompson,106,35,590,1191,surname
2024-05-10,Internazionali BNL d'Italia,24008,28267,Alexander Zverev,Aleksandar Vukic,5,70,5435,792,surname
2024-05-10,Internazionali BNL d'Italia,25543,64891,Karen Khachanov,Alexander Shevchenko,18,60,2000,848,surname
2024-05-10,Internazionali BNL d'Italia,26496,7806,Zhuo Zhang,Adrian Mannarino,56,21,868,1875,surname
2024-05-10,Internazionali BNL d'Italia,29932,4067,Taylor Harry Fritz,Fabio Fognini,13,92,2870,650,surname
2024-05-10,Internazionali BNL d'Italia,30087,14856,Alejandro Tabilo,Yannick Hanfmann,32,59,1320,848,surname
2024-05-10,Internazionali BNL d'Italia,31446,24245,Nuno Borges,Alexander Bublik,53,17,931,2055,surname
2024-05-10,Internazionali BNL d'Italia,34337,33648,Miomir Kecmanovic,Casper Ruud,58,7,850,4535,surname
2024-05-10,Internazionali BNL d'Italia,42451,67546,Sebastian Korda,Flavio Cobolli,27,57,1525,868,surname
2024-05-10,Internazionali BNL d'Italia,52279,80019,Francisco Cerundolo,Matteo Gigante,22,139,1870,456,surname
2024-05-10,Internazionali BNL d'Italia,5992,36263,Novak Djokovic,Corentin Moutet,1,83,9990,715,surname
2024-05-10,Internazionali BNL d'Italia,63021,33860,Francesco Passaro,Tallon Griekspoor,240,26,248,1595,surname
2024-05-10,Internazionali BNL d'Italia,76127,66828,Luciano Darderi,Mariano Navone,54,31,918,1329,surname
2024-05-10,Internazionali BNL d'Italia,87562,45553,Ben Shelton,Pavel Kotov,14,63,2460,819,surname
2024-05-11,Internazionali BNL d'Italia,20465,86082,Stefano Napolitano,Juncheng Shang,125,105,506,590,surname
2024-05-11,Internazionali BNL d'Italia,22807,63017,Daniil Medvedev,Jack Draper,4,40,7195,1136,surname
2024-05-11,Internazionali BNL d'Italia,26473,677,Hubert Hurkacz,Rafael Nadal,9,305,3730,175,surname
2024-05-11,Internazionali BNL d'Italia,27482,73956,Nicolas Jarry,Matteo Arnaldi,24,37,1675,1160,surname
2024-05-11,Internazionali BNL d'Italia,28108,83135,Alexandre Muller,Arthur Fils,109,34,577,1251,surname
2024-05-11,Internazionali BNL d'Italia,29372,18736,Andrey Rublev,Marcos Giron,6,49,4740,980,surname
2024-05-11,Internazionali BNL d'Italia,30470,14177,Stefanos Tsitsipas,Jan-Lennard Struff,8,41,3860,1120,surname
2024-05-11,Internazionali BNL d'Italia,34298,24232,Dominik Koepfer,Alejandro Pascacio F.,52,25,932,1650,surname
2024-05-11,Internazionali BNL d'Italia,37532,36858,Tomas Martin Etcheverry,Thiago Seyboth Wild,28,61,1460,839,surname
2024-05-11,Internazionali BNL d'Italia,39309,21506,Alex De Minaur,Roberto Carballes Baena,11,62,3435,826,surname
2024-05-11,Internazionali BNL d'Italia,40434,24249,Felix Auger Aliassime,Botic Van De Zandschulp,20,112,1880,565,surname
2024-05-11,Internazionali BNL d'Italia,49583,18524,Vinay Kumar T,Aslan Karatsev,,,,,miss
2024-05-11,Internazionali BNL d'Italia,52721,12190,Sebastian Baez,Dusan Lajovic,19,64,1960,811,surname
2024-05-11,Internazionali BNL d'Italia,69471,71221,Holger Rune,Luca Nardi,12,81,3250,718,surname
2024-05-11,Internazionali BNL d'Italia,79060,36519,Hamad Medjedovic,Alejandro Davidovich Fokina,121,33,522,1315,surname
2024-05-12,Internazionali BNL d'Italia,11953,67535,Grigor Dimitrov,Terence Atmane,10,137,3605,463,surname
2024-05-12,Internazionali BNL d'Italia,14609,34337,Thiago Moura Monteiro,Miomir Kecmanovic,106,58,590,850,surname
2024-05-12,Internazionali BNL d'Italia,24008,76127,Alexander Zverev,Luciano Darderi,5,54,5435,918,surname
2024-05-12,Internazionali BNL d'Italia,25543,52279,Karen Khachanov,Francisco Cerundolo,18,22,2000,1870,surname
2024-05-12,Internazionali BNL d'Italia,26496,87562,Zhuo Zhang,Ben Shelton,56,14,868,2460,surname
2024-05-12,Internazionali BNL d'Italia,29932,42451,Taylor Harry Fritz,Sebastian Korda,13,27,2870,1525,surname
2024-05-12,Internazionali BNL d'Italia,30087,5992,Alejandro Tabilo,Novak Djokovic,32,1,1320,9990,surname
2024-05-12,Internazionali BNL d'Italia,31446,63021,Nuno Borges,Francesco Passaro,53,240,931,248,surname
2024-05-13,Internazionali BNL d'Italia,22807,79060,Daniil Medvedev,Hamad Medjedovic,4,121,7195,522,surname
2024-05-13,Internazionali BNL d'Italia,26473,37532,Hubert Hurkacz,Tomas Martin Etcheverry,9,28,3730,1460,surname
2024-05-13,Internazionali BNL d'Italia,27482,20465,Nicolas Jarry,Stefano Napolitano,24,125,1675,506,surname
2024-05-13,Internazionali BNL d'Italia,28108,29372,Alexandre Muller,Andrey Rublev,109,6,577,4740,surname
2024-05-13,Internazionali BNL d'Italia,30470,27851,Stefanos Tsitsipas,Cameron Norrie,8,30,3860,1350,surname
2024-05-13,Internazionali BNL d'Italia,39309,40434,Alex De Minaur,Felix Auger Aliassime,11,20,3435,1880,surname
2024-05-13,Internazionali BNL d'Italia,49583,34298,Vinay Kumar T,Dominik Koepfer,,,,,miss
2024-05-13,Internazionali BNL d'Italia,52721,69471,Sebastian Baez,Holger Rune,19,12,1960,3250,surname
2024-05-14,Internazionali BNL d'Italia,24008,31446,Alexander Zverev,Nuno Borges,5,53,5435,931,surname
