date,league,season,team,team_key,opponent,opponent_key,venue,home_team,away_team,goals_for,goals_against,xg_for,xg_against,shots_for,shots_against,sot_for,sot_against,corners_for,corners_against,b365h,b365d,b365a,market_team_win_prob,market_opp_win_prob,match_source,xg_source
2014-08-25,la-liga,2014-2015,Vallecano,vallecano,Ath Madrid,ath madrid,home,Vallecano,Ath Madrid,0,0,0.357,0.902,8,9,2,2,2,4,7,4,1.5,0.1348,0.6292,football-data,understat
2014-08-25,la-liga,2014-2015,Ath Madrid,ath madrid,Vallecano,vallecano,away,Vallecano,Ath Madrid,0,0,0.902,0.357,9,8,2,2,4,2,7,4,1.5,0.6292,0.1348,football-data,understat
2014-08-29,bundesliga,2014-2015,Augsburg,augsburg,Dortmund,dortmund,home,Augsburg,Dortmund,2,3,1.004,2.303,12,22,3,9,3,6,4.5,3.75,1.73,0.2083,0.5418,football-data,understat
2014-08-29,bundesliga,2014-2015,Dortmund,dortmund,Augsburg,augsburg,away,Augsburg,Dortmund,3,2,2.303,1.004,22,12,9,3,6,3,4.5,3.75,1.73,0.5418,0.2083,football-data,understat
2014-08-29,la-liga,2014-2015,Getafe,getafe,Almeria,almeria,home,Getafe,Almeria,1,0,1.318,1.311,12,11,3,4,2,3,2,3.4,3.75,0.4713,0.2514,football-data,understat
2014-08-29,la-liga,2014-2015,Almeria,almeria,Getafe,getafe,away,Getafe,Almeria,0,1,1.311,1.318,11,12,4,3,3,2,2,3.4,3.75,0.2514,0.4713,football-data,understat
2014-08-29,la-liga,2014-2015,Valencia,valencia,Malaga,malaga,home,Valencia,Malaga,3,0,1.969,1.132,14,17,4,4,4,6,1.55,4.2,5.5,0.6057,0.1707,football-data,understat
2014-08-29,la-liga,2014-2015,Malaga,malaga,Valencia,valencia,away,Valencia,Malaga,0,3,1.132,1.969,17,14,4,4,6,4,1.55,4.2,5.5,0.1707,0.6057,football-data,understat
2014-08-29,ligue-1,2014-2015,Marseille,marseille,Nice,nice,home,Marseille,Nice,4,0,4.687,0.7,20,8,8,3,11,4,1.5,4,7,0.6292,0.1348,football-data,understat
2014-08-29,ligue-1,2014-2015,Nice,nice,Marseille,marseille,away,Marseille,Nice,0,4,0.7,4.687,8,20,3,8,4,11,1.5,4,7,0.1348,0.6292,football-data,understat
2014-08-30,bundesliga,2014-2015,Hamburg,hamburg,Paderborn,paderborn,home,Hamburg,Paderborn,0,3,,,13,15,4,7,8,3,1.67,3.8,5,0.5639,0.1883,football-data,
2014-08-30,bundesliga,2014-2015,Paderborn,paderborn,Hamburg,hamburg,away,Hamburg,Paderborn,3,0,,,15,13,7,4,3,8,1.67,3.8,5,0.1883,0.5639,football-data,
2014-08-30,bundesliga,2014-2015,Leverkusen,leverkusen,Hertha,hertha,home,Leverkusen,Hertha,4,2,2.53,0.713,21,3,7,1,5,6,1.44,4.5,6.5,0.6487,0.1437,football-data,understat
2014-08-30,bundesliga,2014-2015,Hertha,hertha,Leverkusen,leverkusen,away,Leverkusen,Hertha,2,4,0.713,2.53,3,21,1,7,6,5,1.44,4.5,6.5,0.1437,0.6487,football-data,understat
2014-08-30,bundesliga,2014-2015,Schalke 04,schalke 04,Bayern Munich,bayern munich,home,Schalke 04,Bayern Munich,1,1,1.308,1.503,8,10,4,4,1,3,6,4.75,1.44,0.1555,0.648,football-data,understat
2014-08-30,bundesliga,2014-2015,Bayern Munich,bayern munich,Schalke 04,schalke 04,away,Schalke 04,Bayern Munich,1,1,1.503,1.308,10,8,4,4,3,1,6,4.75,1.44,0.648,0.1555,football-data,understat
2014-08-30,bundesliga,2014-2015,Stuttgart,stuttgart,FC Koln,1 koln,home,Stuttgart,FC Koln,0,2,0.723,1.298,14,10,5,4,7,4,2,3.5,3.6,0.4701,0.2612,football-data,understat
2014-08-30,bundesliga,2014-2015,FC Koln,1 koln,Stuttgart,stuttgart,away,Stuttgart,FC Koln,2,0,1.298,0.723,10,14,4,5,4,7,2,3.5,3.6,0.2612,0.4701,football-data,understat
2014-08-30,bundesliga,2014-2015,Werder Bremen,werder bremen,Hoffenheim,hoffenheim,home,Werder Bremen,Hoffenheim,1,1,2.514,1.299,15,12,1,1,6,6,3.2,3.5,2.15,0.2939,0.4374,football-data,understat
2014-08-30,bundesliga,2014-2015,Hoffenheim,hoffenheim,Werder Bremen,werder bremen,away,Werder Bremen,Hoffenheim,1,1,1.299,2.514,12,15,1,1,6,6,3.2,3.5,2.15,0.4374,0.2939,football-data,understat
2014-08-30,bundesliga,2014-2015,Wolfsburg,wolfsburg,Ein Frankfurt,ein frankfurt,home,Wolfsburg,Ein Frankfurt,2,2,1.005,1.596,14,9,11,4,4,3,1.57,4.33,5,0.5964,0.1873,football-data,understat
2014-08-30,bundesliga,2014-2015,Ein Frankfurt,ein frankfurt,Wolfsburg,wolfsburg,away,Wolfsburg,Ein Frankfurt,2,2,1.596,1.005,9,14,4,11,3,4,1.57,4.33,5,0.1873,0.5964,football-data,understat
2014-08-30,epl,2014-2015,Burnley,burnley,Man United,man united,home,Burnley,Man United,0,0,0.514,0.467,9,7,3,2,3,6,6,4.2,1.62,0.1631,0.604,football-data,understat
2014-08-30,epl,2014-2015,Man United,man united,Burnley,burnley,away,Burnley,Man United,0,0,0.467,0.514,7,9,2,3,6,3,6,4.2,1.62,0.604,0.1631,football-data,understat
2014-08-30,epl,2014-2015,Everton,everton,Chelsea,chelsea,home,Everton,Chelsea,3,6,1.449,2.027,17,12,7,8,8,2,3.75,3.3,2.2,0.2604,0.4438,football-data,understat
2014-08-30,epl,2014-2015,Chelsea,chelsea,Everton,everton,away,Everton,Chelsea,6,3,2.027,1.449,12,17,8,7,2,8,3.75,3.3,2.2,0.4438,0.2604,football-data,understat
2014-08-30,epl,2014-2015,Man City,man city,Stoke,stoke,home,Man City,Stoke,0,1,0.892,0.3,16,7,2,2,11,4,1.18,8,18,0.8244,0.054,football-data,understat
2014-08-30,epl,2014-2015,Stoke,stoke,Man City,man city,away,Man City,Stoke,1,0,0.3,0.892,7,16,2,2,4,11,1.18,8,18,0.054,0.8244,football-data,understat
2014-08-30,epl,2014-2015,Newcastle,newcastle,Crystal Palace,crystal palace,home,Newcastle,Crystal Palace,3,3,1.698,1.661,18,12,4,7,11,4,1.75,3.75,5.25,0.5556,0.1852,football-data,understat
2014-08-30,epl,2014-2015,Crystal Palace,crystal palace,Newcastle,newcastle,away,Newcastle,Crystal Palace,3,3,1.661,1.698,12,18,7,4,4,11,1.75,3.75,5.25,0.1852,0.5556,football-data,understat
2014-08-30,epl,2014-2015,QPR,qpr,Sunderland,sunderland,home,QPR,Sunderland,1,0,,,18,16,5,6,4,6,2.4,3.25,3.3,0.4056,0.295,football-data,
2014-08-30,epl,2014-2015,Sunderland,sunderland,QPR,qpr,away,QPR,Sunderland,0,1,,,16,18,6,5,6,4,2.4,3.25,3.3,0.295,0.4056,football-data,
2014-08-30,epl,2014-2015,Swansea,swansea,West Brom,west brom,home,Swansea,West Brom,3,0,2.026,0.697,15,16,8,2,0,7,1.85,3.6,4.75,0.5254,0.2046,football-data,understat
2014-08-30,epl,2014-2015,West Brom,west brom,Swansea,swansea,away,Swansea,West Brom,0,3,0.697,2.026,16,15,2,8,7,0,1.85,3.6,4.75,0.2046,0.5254,football-data,understat
2014-08-30,epl,2014-2015,West Ham,west ham,Southampton,southampton,home,West Ham,Southampton,1,3,0.635,1.575,4,18,2,8,2,9,2.8,3.4,2.7,0.3496,0.3625,football-data,understat
2014-08-30,epl,2014-2015,Southampton,southampton,West Ham,west ham,away,West Ham,Southampton,3,1,1.575,0.635,18,4,8,2,9,2,2.8,3.4,2.7,0.3625,0.3496,football-data,understat
2014-08-30,la-liga,2014-2015,Ath Bilbao,ath bilbao,Levante,levante,home,Ath Bilbao,Levante,3,0,2.256,0.332,10,10,5,2,2,11,1.33,5,9,0.7073,0.1045,football-data,understat
2014-08-30,la-liga,2014-2015,Levante,levante,Ath Bilbao,ath bilbao,away,Ath Bilbao,Levante,0,3,0.332,2.256,10,10,2,5,11,2,1.33,5,9,0.1045,0.7073,football-data,understat
2014-08-30,la-liga,2014-2015,Ath Madrid,ath madrid,Eibar,eibar,home,Ath Madrid,Eibar,2,1,1.371,0.855,15,8,6,2,5,5,1.22,5.75,13,0.7657,0.0719,football-data,understat
2014-08-30,la-liga,2014-2015,Eibar,eibar,Ath Madrid,ath madrid,away,Ath Madrid,Eibar,1,2,0.855,1.371,8,15,2,6,5,5,1.22,5.75,13,0.0719,0.7657,football-data,understat
2014-08-30,la-liga,2014-2015,Cordoba,cordoba,Celta,celta,home,Cordoba,Celta,1,1,0.242,0.786,6,9,1,4,1,6,3.3,3.3,2.2,0.2857,0.4286,football-data,understat
2014-08-30,la-liga,2014-2015,Celta,celta,Cordoba,cordoba,away,Cordoba,Celta,1,1,0.786,0.242,9,6,4,1,6,1,3.3,3.3,2.2,0.4286,0.2857,football-data,understat
2014-08-30,la-liga,2014-2015,Espanol,espanol,Sevilla,sevilla,home,Espanol,Sevilla,1,2,,,4,13,2,6,3,7,2.5,3.2,2.88,0.3775,0.3277,football-data,
2014-08-30,la-liga,2014-2015,Sevilla,sevilla,Espanol,espanol,away,Espanol,Sevilla,2,1,,,13,4,6,2,7,3,2.5,3.2,2.88,0.3277,0.3775,football-data,
2014-08-30,ligue-1,2014-2015,Caen,caen,Rennes,rennes,home,Caen,Rennes,0,1,0.419,1.174,13,10,4,1,6,1,2.63,3.1,2.75,0.3565,0.341,football-data,understat
2014-08-30,ligue-1,2014-2015,Rennes,rennes,Caen,caen,away,Caen,Rennes,1,0,1.174,0.419,10,13,1,4,1,6,2.63,3.1,2.75,0.341,0.3565,football-data,understat
2014-08-30,ligue-1,2014-2015,Lens,lens,Reims,reims,home,Lens,Reims,4,2,2.678,1.286,17,10,6,2,4,7,2.1,3.2,3.6,0.4465,0.2605,football-data,understat
2014-08-30,ligue-1,2014-2015,Reims,reims,Lens,lens,away,Lens,Reims,2,4,1.286,2.678,10,17,2,6,7,4,2.1,3.2,3.6,0.2605,0.4465,football-data,understat
2014-08-30,ligue-1,2014-2015,Lorient,lorient,Guingamp,guingamp,home,Lorient,Guingamp,4,0,2.05,0.607,11,8,6,2,7,8,2.1,3.2,3.6,0.4465,0.2605,football-data,understat
2014-08-30,ligue-1,2014-2015,Guingamp,guingamp,Lorient,lorient,away,Lorient,Guingamp,0,4,0.607,2.05,8,11,2,6,8,7,2.1,3.2,3.6,0.2605,0.4465,football-data,understat
2014-08-30,ligue-1,2014-2015,Monaco,monaco,Lille,lille,home,Monaco,Lille,1,1,1.741,0.209,13,4,2,2,7,2,1.95,3.2,4.2,0.4822,0.2239,football-data,understat
2014-08-30,ligue-1,2014-2015,Lille,lille,Monaco,monaco,away,Monaco,Lille,1,1,0.209,1.741,4,13,2,2,2,7,1.95,3.2,4.2,0.2239,0.4822,football-data,understat
2014-08-30,ligue-1,2014-2015,Nantes,nantes,Montpellier,montpellier,home,Nantes,Montpellier,1,0,1.27,0.127,14,7,5,0,7,4,2.25,3.1,3.4,0.4188,0.2772,football-data,understat
2014-08-30,ligue-1,2014-2015,Montpellier,montpellier,Nantes,nantes,away,Nantes,Montpellier,0,1,0.127,1.27,7,14,0,5,4,7,2.25,3.1,3.4,0.2772,0.4188,football-data,understat
2014-08-30,ligue-1,2014-2015,Toulouse,toulouse,Evian Thonon Gaillard,evian thonon gaillard,home,Toulouse,Evian Thonon Gaillard,1,0,0.851,0.711,10,7,5,2,2,7,1.75,3.4,5,0.5363,0.1877,football-data,understat
2014-08-30,ligue-1,2014-2015,Evian Thonon Gaillard,evian thonon gaillard,Toulouse,toulouse,away,Toulouse,Evian Thonon Gaillard,0,1,0.711,0.851,7,10,2,5,7,2,1.75,3.4,5,0.1877,0.5363,football-data,understat
2014-08-30,serie-a,2014-2015,Chievo,chievo,Juventus,juventus,home,Chievo,Juventus,0,1,0.502,2.374,7,21,2,3,4,11,7,4,1.5,0.1348,0.6292,football-data,understat
2014-08-30,serie-a,2014-2015,Juventus,juventus,Chievo,chievo,away,Chievo,Juventus,1,0,2.374,0.502,21,7,3,2,11,4,7,4,1.5,0.6292,0.1348,football-data,understat
2014-08-30,serie-a,2014-2015,Roma,roma,Fiorentina,fiorentina,home,Roma,Fiorentina,2,0,2.24,0.378,20,10,5,4,2,0,1.67,3.8,5,0.5639,0.1883,football-data,understat
2014-08-30,serie-a,2014-2015,Fiorentina,fiorentina,Roma,roma,away,Roma,Fiorentina,0,2,0.378,2.24,10,20,4,5,0,2,1.67,3.8,5,0.1883,0.5639,football-data,understat
2014-08-31,bundesliga,2014-2015,Freiburg,freiburg,M'gladbach,borussia monchengladbach,home,Freiburg,M'gladbach,0,0,1.301,0.322,17,9,4,3,4,5,2.88,3.4,2.38,0.3271,0.3958,football-data,understat
2014-08-31,bundesliga,2014-2015,M'gladbach,borussia monchengladbach,Freiburg,freiburg,away,Freiburg,M'gladbach,0,0,0.322,1.301,9,17,3,4,5,4,2.88,3.4,2.38,0.3958,0.3271,football-data,understat
2014-08-31,bundesliga,2014-2015,Mainz,mainz,Hannover,hannover,home,Mainz,Hannover,0,0,,,14,11,2,6,4,2,2.2,3.3,3.3,0.4286,0.2857,football-data,
2014-08-31,bundesliga,2014-2015,Hannover,hannover,Mainz,mainz,away,Mainz,Hannover,0,0,,,11,14,6,2,2,4,2.2,3.3,3.3,0.2857,0.4286,football-data,
2014-08-31,epl,2014-2015,Aston Villa,aston villa,Hull,hull,home,Aston Villa,Hull,2,1,0.639,0.289,11,9,4,3,3,7,2.3,3.3,3.5,0.4248,0.2791,football-data,understat
2014-08-31,epl,2014-2015,Hull,hull,Aston Villa,aston villa,away,Aston Villa,Hull,1,2,0.289,0.639,9,11,3,4,7,3,2.3,3.3,3.5,0.2791,0.4248,football-data,understat
2014-08-31,epl,2014-2015,Leicester,leicester,Arsenal,arsenal,home,Leicester,Arsenal,1,1,0.81,2.296,9,24,3,6,5,10,4.75,3.75,1.83,0.2057,0.5338,football-data,understat
2014-08-31,epl,2014-2015,Arsenal,arsenal,Leicester,leicester,away,Leicester,Arsenal,1,1,2.296,0.81,24,9,6,3,10,5,4.75,3.75,1.83,0.5338,0.2057,football-data,understat
2014-08-31,epl,2014-2015,Tottenham,tottenham,Liverpool,liverpool,home,Tottenham,Liverpool,0,3,0.486,2.743,7,17,1,8,7,3,2.7,3.5,2.7,0.3608,0.3608,football-data,understat
2014-08-31,epl,2014-2015,Liverpool,liverpool,Tottenham,tottenham,away,Tottenham,Liverpool,3,0,2.743,0.486,17,7,8,1,3,7,2.7,3.5,2.7,0.3608,0.3608,football-data,understat
2014-08-31,la-liga,2014-2015,Elche,elche,Granada,granada,home,Elche,Granada,1,1,1.357,0.763,15,5,3,4,8,4,2.2,3.2,3.4,0.4283,0.2772,football-data,understat
2014-08-31,la-liga,2014-2015,Granada,granada,Elche,elche,away,Elche,Granada,1,1,0.763,1.357,5,15,4,3,4,8,2.2,3.2,3.4,0.2772,0.4283,football-data,understat
2014-08-31,la-liga,2014-2015,La Coruna,la coruna,Vallecano,vallecano,home,La Coruna,Vallecano,2,2,,,10,12,5,2,2,4,2.25,3.3,3.2,0.4193,0.2948,football-data,
2014-08-31,la-liga,2014-2015,Vallecano,vallecano,La Coruna,la coruna,away,La Coruna,Vallecano,2,2,,,12,10,2,5,4,2,2.25,3.3,3.2,0.2948,0.4193,football-data,
2014-08-31,la-liga,2014-2015,Sociedad,sociedad,Real Madrid,real madrid,home,Sociedad,Real Madrid,4,2,2.741,2.316,13,19,5,5,8,6,7.5,5,1.36,0.1248,0.6881,football-data,understat
2014-08-31,la-liga,2014-2015,Real Madrid,real madrid,Sociedad,sociedad,away,Sociedad,Real Madrid,2,4,2.316,2.741,19,13,5,5,6,8,7.5,5,1.36,0.6881,0.1248,football-data,understat
2014-08-31,la-liga,2014-2015,Villarreal,villarreal,Barcelona,barcelona,home,Villarreal,Barcelona,0,1,1.108,3.125,9,20,0,8,3,10,5,4.2,1.57,0.186,0.5925,football-data,understat
2014-08-31,la-liga,2014-2015,Barcelona,barcelona,Villarreal,villarreal,away,Villarreal,Barcelona,1,0,3.125,1.108,20,9,8,0,10,3,5,4.2,1.57,0.5925,0.186,football-data,understat
2014-08-31,ligue-1,2014-2015,Bordeaux,bordeaux,Bastia,bastia,home,Bordeaux,Bastia,1,1,,,23,8,4,4,4,0,1.62,3.6,6,0.5814,0.157,football-data,
2014-08-31,ligue-1,2014-2015,Bastia,bastia,Bordeaux,bordeaux,away,Bordeaux,Bastia,1,1,,,8,23,4,4,0,4,1.62,3.6,6,0.157,0.5814,football-data,
2014-08-31,ligue-1,2014-2015,Metz,metz,Lyon,lyon,home,Metz,Lyon,2,1,1.508,2.15,7,17,3,5,7,4,2.8,3.1,2.6,0.3356,0.3614,football-data,understat
2014-08-31,ligue-1,2014-2015,Lyon,lyon,Metz,metz,away,Metz,Lyon,1,2,2.15,1.508,17,7,5,3,4,7,2.8,3.1,2.6,0.3614,0.3356,football-data,understat
2014-08-31,ligue-1,2014-2015,Paris SG,paris sg,St Etienne,st etienne,home,Paris SG,St Etienne,5,0,1.609,0.385,13,8,8,2,4,7,1.53,3.8,6.5,0.6105,0.1437,football-data,understat
2014-08-31,ligue-1,2014-2015,St Etienne,st etienne,Paris SG,paris sg,away,Paris SG,St Etienne,0,5,0.385,1.609,8,13,2,8,7,4,1.53,3.8,6.5,0.1437,0.6105,football-data,understat
2014-08-31,serie-a,2014-2015,Atalanta,atalanta,Verona,verona,home,Atalanta,Verona,0,0,0.881,0.727,11,9,1,3,6,2,2.05,3.4,3.6,0.4603,0.2621,football-data,understat
2014-08-31,serie-a,2014-2015,Verona,verona,Atalanta,atalanta,away,Atalanta,Verona,0,0,0.727,0.881,9,11,3,1,2,6,2.05,3.4,3.6,0.2621,0.4603,football-data,understat
2014-08-31,serie-a,2014-2015,Cesena,cesena,Parma,parma,home,Cesena,Parma,1,0,1.094,0.439,9,12,5,1,4,7,3.1,3.2,2.35,0.3041,0.4012,football-data,understat
2014-08-31,serie-a,2014-2015,Parma,parma,Cesena,cesena,away,Cesena,Parma,0,1,0.439,1.094,12,9,1,5,7,4,3.1,3.2,2.35,0.4012,0.3041,football-data,understat
2014-08-31,serie-a,2014-2015,Genoa,genoa,Napoli,napoli,home,Genoa,Napoli,1,2,0.521,1.79,11,15,5,5,7,5,3.9,3.4,1.95,0.2411,0.4823,football-data,understat
2014-08-31,serie-a,2014-2015,Napoli,napoli,Genoa,genoa,away,Genoa,Napoli,2,1,1.79,0.521,15,11,5,5,5,7,3.9,3.4,1.95,0.4823,0.2411,football-data,understat
2014-08-31,serie-a,2014-2015,Milan,milan,Lazio,lazio,home,Milan,Lazio,3,1,2.011,2.038,7,19,4,4,0,10,2,3.4,3.75,0.4713,0.2514,football-data,understat
2014-08-31,serie-a,2014-2015,Lazio,lazio,Milan,milan,away,Milan,Lazio,1,3,2.038,2.011,19,7,4,4,10,0,2,3.4,3.75,0.2514,0.4713,football-data,understat
2014-08-31,serie-a,2014-2015,Palermo,palermo,Sampdoria,sampdoria,home,Palermo,Sampdoria,1,1,0.923,0.803,8,10,1,3,1,7,2.2,3.25,3.3,0.4267,0.2845,football-data,understat
2014-08-31,serie-a,2014-2015,Sampdoria,sampdoria,Palermo,palermo,away,Palermo,Sampdoria,1,1,0.803,0.923,10,8,3,1,7,1,2.2,3.25,3.3,0.2845,0.4267,football-data,understat
2014-08-31,serie-a,2014-2015,Sassuolo,sassuolo,Cagliari,cagliari,home,Sassuolo,Cagliari,1,1,1.08,0.852,13,10,5,4,4,4,2.3,3.4,3,0.4093,0.3138,football-data,understat
2014-08-31,serie-a,2014-2015,Cagliari,cagliari,Sassuolo,sassuolo,away,Sassuolo,Cagliari,1,1,0.852,1.08,10,13,4,5,4,4,2.3,3.4,3,0.3138,0.4093,football-data,understat
2014-08-31,serie-a,2014-2015,Torino,torino,Inter,internazionale,home,Torino,Inter,0,0,1.1,1.314,11,14,2,2,6,10,3.1,3.3,2.3,0.3042,0.41,football-data,understat
2014-08-31,serie-a,2014-2015,Inter,internazionale,Torino,torino,away,Torino,Inter,0,0,1.314,1.1,14,11,2,2,10,6,3.1,3.3,2.3,0.41,0.3042,football-data,understat
2014-08-31,serie-a,2014-2015,Udinese,udinese,Empoli,empoli,home,Udinese,Empoli,2,0,1.687,0.689,15,13,5,2,3,9,1.8,3.5,4.5,0.5224,0.209,football-data,understat
2014-08-31,serie-a,2014-2015,Empoli,empoli,Udinese,udinese,away,Udinese,Empoli,0,2,0.689,1.687,13,15,2,5,9,3,1.8,3.5,4.5,0.209,0.5224,football-data,understat
2014-09-12,bundesliga,2014-2015,Leverkusen,leverkusen,Werder Bremen,werder bremen,home,Leverkusen,Werder Bremen,3,3,1.983,1.726,26,8,9,5,6,4,1.3,5.5,9,0.7242,0.1046,football-data,understat
2014-09-12,bundesliga,2014-2015,Werder Bremen,werder bremen,Leverkusen,leverkusen,away,Leverkusen,Werder Bremen,3,3,1.726,1.983,8,26,5,9,4,6,1.3,5.5,9,0.1046,0.7242,football-data,understat
2014-09-12,la-liga,2014-2015,Almeria,almeria,Cordoba,cordoba,home,Almeria,Cordoba,1,1,1.036,0.764,12,11,2,4,8,2,2.05,3.3,3.6,0.4565,0.2599,football-data,understat
2014-09-12,la-liga,2014-2015,Cordoba,cordoba,Almeria,almeria,away,Almeria,Cordoba,1,1,0.764,1.036,11,12,4,2,2,8,2.05,3.3,3.6,0.2599,0.4565,football-data,understat
2014-09-12,ligue-1,2014-2015,Lyon,lyon,Monaco,monaco,home,Lyon,Monaco,2,1,1.79,0.92,11,16,3,9,6,7,2.5,3.1,2.9,0.3747,0.3231,football-data,understat
2014-09-12,ligue-1,2014-2015,Monaco,monaco,Lyon,lyon,away,Lyon,Monaco,1,2,0.92,1.79,16,11,9,3,7,6,2.5,3.1,2.9,0.3231,0.3747,football-data,understat
2014-09-13,bundesliga,2014-2015,Bayern Munich,bayern munich,Stuttgart,stuttgart,home,Bayern Munich,Stuttgart,2,0,1.23,0.31,14,7,8,0,2,4,1.17,7.5,15,0.8104,0.0632,football-data,understat
2014-09-13,bundesliga,2014-2015,Stuttgart,stuttgart,Bayern Munich,bayern munich,away,Bayern Munich,Stuttgart,0,2,0.31,1.23,7,14,0,8,4,2,1.17,7.5,15,0.0632,0.8104,football-data,understat
2014-09-13,bundesliga,2014-2015,Dortmund,dortmund,Freiburg,freiburg,home,Dortmund,Freiburg,3,1,1.716,0.262,15,4,6,3,3,5,1.25,6,10,0.75,0.0938,football-data,understat
2014-09-13,bundesliga,2014-2015,Freiburg,freiburg,Dortmund,dortmund,away,Dortmund,Freiburg,1,3,0.262,1.716,4,15,3,6,5,3,1.25,6,10,0.0938,0.75,football-data,understat
2014-09-13,bundesliga,2014-2015,Hertha,hertha,Mainz,mainz,home,Hertha,Mainz,1,3,1.716,2.366,17,7,3,6,4,1,2.25,3.3,3.2,0.4193,0.2948,football-data,understat
2014-09-13,bundesliga,2014-2015,Mainz,mainz,Hertha,hertha,away,Hertha,Mainz,3,1,2.366,1.716,7,17,6,3,1,4,2.25,3.3,3.2,0.2948,0.4193,football-data,understat
2014-09-13,bundesliga,2014-2015,Hoffenheim,hoffenheim,Wolfsburg,wolfsburg,home,Hoffenheim,Wolfsburg,1,1,1.158,1.636,15,22,6,5,4,7,2.4,3.5,2.75,0.3909,0.3411,football-data,understat
2014-09-13,bundesliga,2014-2015,Wolfsburg,wolfsburg,Hoffenheim,hoffenheim,away,Hoffenheim,Wolfsburg,1,1,1.636,1.158,22,15,5,6,7,4,2.4,3.5,2.75,0.3411,0.3909,football-data,understat
2014-09-13,bundesliga,2014-2015,M'gladbach,borussia monchengladbach,Schalke 04,schalke 04,home,M'gladbach,Schalke 04,4,1,3.38,1.818,23,11,9,6,8,2,2.4,3.4,2.8,0.3902,0.3344,football-data,understat
2014-09-13,bundesliga,2014-2015,Schalke 04,schalke 04,M'gladbach,borussia monchengladbach,away,M'gladbach,Schalke 04,1,4,1.818,3.38,11,23,6,9,2,8,2.4,3.4,2.8,0.3344,0.3902,football-data,understat
2014-09-13,bundesliga,2014-2015,Paderborn,paderborn,FC Koln,1 koln,home,Paderborn,FC Koln,0,0,0.327,0.386,8,4,4,1,5,1,2.9,3.2,2.45,0.3236,0.3831,football-data,understat
2014-09-13,bundesliga,2014-2015,FC Koln,1 koln,Paderborn,paderborn,away,Paderborn,FC Koln,0,0,0.386,0.327,4,8,1,4,1,5,2.9,3.2,2.45,0.3831,0.3236,football-data,understat
2014-09-13,epl,2014-2015,Arsenal,arsenal,Man City,man city,home,Arsenal,Man City,2,2,2.078,2.308,15,15,6,8,0,3,3,3.4,2.5,0.3244,0.3893,football-data,understat
2014-09-13,epl,2014-2015,Man City,man city,Arsenal,arsenal,away,Arsenal,Man City,2,2,2.308,2.078,15,15,8,6,3,0,3,3.4,2.5,0.3893,0.3244,football-data,understat
2014-09-13,epl,2014-2015,Chelsea,chelsea,Swansea,swansea,home,Chelsea,Swansea,4,2,3.566,1.022,29,11,9,2,7,4,1.3,5.75,12,0.7494,0.0812,football-data,understat
2014-09-13,epl,2014-2015,Swansea,swansea,Chelsea,chelsea,away,Chelsea,Swansea,2,4,1.022,3.566,11,29,2,9,4,7,1.3,5.75,12,0.0812,0.7494,football-data,understat
2014-09-13,epl,2014-2015,Crystal Palace,crystal palace,Burnley,burnley,home,Crystal Palace,Burnley,0,0,0.781,1.249,14,11,3,3,5,5,2.25,3.3,3.6,0.4335,0.2709,football-data,understat
2014-09-13,epl,2014-2015,Burnley,burnley,Crystal Palace,crystal palace,away,Crystal Palace,Burnley,0,0,1.249,0.781,11,14,3,3,5,5,2.25,3.3,3.6,0.2709,0.4335,football-data,understat
2014-09-13,epl,2014-2015,Liverpool,liverpool,Aston Villa,aston villa,home,Liverpool,Aston Villa,0,1,0.728,0.702,18,5,1,1,7,6,1.3,6,11,0.7491,0.0885,football-data,understat
2014-09-13,epl,2014-2015,Aston Villa,aston villa,Liverpool,liverpool,away,Liverpool,Aston Villa,1,0,0.702,0.728,5,18,1,1,6,7,1.3,6,11,0.0885,0.7491,football-data,understat
2014-09-13,epl,2014-2015,Southampton,southampton,Newcastle,newcastle,home,Southampton,Newcastle,4,0,2.117,1.15,10,9,7,4,5,5,1.8,3.75,5,0.5435,0.1957,football-data,understat
2014-09-13,epl,2014-2015,Newcastle,newcastle,Southampton,southampton,away,Southampton,Newcastle,0,4,1.15,2.117,9,10,4,7,5,5,1.8,3.75,5,0.1957,0.5435,football-data,understat
2014-09-13,epl,2014-2015,Stoke,stoke,Leicester,leicester,home,Stoke,Leicester,0,1,1.648,0.598,24,8,4,1,13,3,2.1,3.4,4,0.4667,0.245,football-data,understat
2014-09-13,epl,2014-2015,Leicester,leicester,Stoke,stoke,away,Stoke,Leicester,1,0,0.598,1.648,8,24,1,4,3,13,2.1,3.4,4,0.245,0.4667,football-data,understat
2014-09-13,epl,2014-2015,Sunderland,sunderland,Tottenham,tottenham,home,Sunderland,Tottenham,2,2,0.339,2.037,6,15,1,6,5,5,3.6,3.5,2.15,0.2701,0.4522,football-data,understat
2014-09-13,epl,2014-2015,Tottenham,tottenham,Sunderland,sunderland,away,Sunderland,Tottenham,2,2,2.037,0.339,15,6,6,1,5,5,3.6,3.5,2.15,0.4522,0.2701,football-data,understat
2014-09-13,epl,2014-2015,West Brom,west brom,Everton,everton,home,West Brom,Everton,0,2,0.602,0.807,11,11,1,4,9,1,3.5,3.5,2.2,0.2785,0.443,football-data,understat
2014-09-13,epl,2014-2015,Everton,everton,West Brom,west brom,away,West Brom,Everton,2,0,0.807,0.602,11,11,4,1,1,9,3.5,3.5,2.2,0.443,0.2785,football-data,understat
