league,season,Date,HomeTeam,AwayTeam,FTHG,FTAG,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,B365>2.5,B365<2.5,B365AHH,B365AHA,B365CH,B365CD,B365CA,BWCH,BWCD,BWCA,B365C>2.5,B365C<2.5,B365CAHH,B365CAHA
la-liga,2025-2026,05/10/2025,Sociedad,Vallecano,0,1,10,7,3,2,7,5,13,21,1,2,0,0,A,0,0,D,2.05,3.6,3.5,2.05,3.4,3.5,2.1,1.73,2.05,1.8,2.15,3.4,3.3,2.15,3.3,3.5,1.98,1.88,1.85,2
la-liga,2025-2026,05/10/2025,Celta,Ath Madrid,1,1,18,6,4,1,6,3,7,10,1,3,0,1,D,0,1,A,4.5,3.8,1.75,4.4,3.7,1.78,1.83,2.03,1.85,2,4.75,3.6,1.8,4.4,3.75,1.77,1.95,1.9,1.83,2.03
la-liga,2025-2026,17/10/2025,Oviedo,Espanol,0,2,13,19,4,10,3,5,9,8,2,1,0,0,A,0,0,D,3,3.1,2.5,2.95,3,2.55,2.63,1.5,2.1,1.78,2.8,3.1,2.63,2.9,3,2.6,2.38,1.57,1.98,1.88
la-liga,2025-2026,18/10/2025,Sevilla,Mallorca,1,3,13,7,4,6,9,2,16,13,2,1,0,0,A,1,0,H,1.85,3.3,4.75,1.88,3.4,4.33,2.2,1.67,1.85,2,1.85,3.4,4.5,1.85,3.4,4.4,2.2,1.67,1.85,2
la-liga,2025-2026,18/10/2025,Barcelona,Girona,2,1,27,11,9,4,11,5,10,7,1,2,0,0,H,1,1,D,1.2,7,12,1.19,8,12,1.29,3.75,1.88,1.98,1.2,7,13,1.22,7,12,1.3,3.5,1.93,1.93
la-liga,2025-2026,18/10/2025,Villarreal,Betis,2,2,7,16,3,3,5,6,13,10,1,1,0,0,D,1,0,H,1.91,3.6,4,1.9,3.75,3.8,1.67,2.2,1.88,1.98,2.1,3.6,3.3,2.05,3.6,3.4,1.53,2.5,1.85,2
la-liga,2025-2026,18/10/2025,Ath Madrid,Osasuna,1,0,18,9,9,2,4,2,10,11,1,3,0,0,H,0,0,D,1.38,4.75,8.5,1.38,4.75,8.5,1.88,1.98,1.88,1.98,1.33,5,9.5,1.36,5,8.5,1.73,2.1,2,1.85
la-liga,2025-2026,19/10/2025,Elche,Ath Bilbao,0,0,15,4,5,1,6,2,14,20,2,3,0,0,D,0,0,D,3.75,3.25,2.1,3.6,3.25,2.15,2.3,1.62,2.05,1.8,4,3.3,2,3.9,3.25,2,2.2,1.67,1.85,2
la-liga,2025-2026,19/10/2025,Celta,Sociedad,1,1,4,17,1,7,1,10,10,20,4,3,1,0,D,1,0,H,2.1,3.4,3.5,2.15,3.4,3.4,1.98,1.88,1.8,2.05,1.95,3.5,3.9,2,3.4,3.8,2.1,1.73,1.98,1.88
la-liga,2025-2026,19/10/2025,Levante,Vallecano,0,3,17,10,4,5,11,4,6,18,0,1,0,0,A,0,2,A,2.88,3.25,2.5,2.7,3.4,2.55,1.98,1.88,2.03,1.83,2.7,3.2,2.7,2.65,3.25,2.65,2,1.8,1.93,1.93
